,mean,mean,mean,mean,mean,std,std,std,std,std
,acc,acc,acc,acc,acc,acc,acc,acc,acc,acc
method,None,beta,beta_ab,isotonic,sigmoid,None,beta,beta_ab,isotonic,sigmoid
dataset,,,,,,,,,,
abalone,64.6204244305,64.5269394169,64.6132616951,64.5173986418,64.5676351276,1.21561730949,1.18347970781,1.21401571618,1.21859680876,1.23387919322
autos,89.1832728334,88.6167928219,89.1832728334,88.3803561196,89.1229003706,4.7994964225,5.21694647271,4.7994964225,5.48719095091,4.7601902948
balance-scale,98.1609656189,98.2092278296,98.1609656189,98.1773569118,98.2092278296,1.14400367671,1.16989373861,1.14400367671,1.21680696371,1.22308184827
car,98.0845543756,98.0788412421,98.0845543756,98.0613993816,98.0383452077,0.716388494098,0.688731187005,0.716388494098,0.692742699156,0.749601135878
cleveland,82.1924410676,82.1613871031,82.1924410676,82.0878238847,82.2251899474,4.80629788964,4.67717614009,4.80629788964,4.96069742887,4.82032178974
credit-approval,87.0901261588,86.8301055179,87.0901261588,86.8919909607,86.9215982491,2.30069159557,2.46568016356,2.30069159557,2.83211118326,2.40276868546
dermatology,99.7229300729,99.7229300729,99.7229300729,99.7229300729,99.7229300729,0.559843572751,0.559843572751,0.559843572751,0.559843572751,0.559843572751
diabetes,76.7707325354,76.3147440794,76.7707325354,76.7323656735,76.7844834904,3.20195036574,3.27748662351,3.20195036574,3.20827709609,3.16752123247
ecoli,96.5014296998,96.4711127531,96.5014296998,96.410492776,96.4417149048,2.59715691989,2.61726115232,2.59715691989,2.63693321308,2.65337483298
flare,81.5741182829,81.8271927294,81.5741182829,81.9131479216,81.3943547558,1.38015559574,1.40154701433,1.38015559574,1.68781949802,1.4027997989
german,74.39,75.25,74.39,75.07,75.34,2.35885219407,2.03602754482,2.35885219407,2.26555845258,2.2597633974
glass,76.2195694486,76.3658864391,76.2195694486,75.2512433303,76.3204318937,5.90484119157,5.95369834884,5.90484119157,5.66345281181,5.57706262614
heart-statlog,82.8518518519,82.5925925926,82.8518518519,83.0,82.8888888889,4.50217606466,4.53609211627,4.50217606466,4.80127755644,4.57541957865
hepatitis,84.697311828,84.5552419355,84.509811828,84.4284946237,85.4428763441,5.3726524041,4.74308903644,5.32493740153,4.80865095904,4.68498775591
horse,84.610030564,84.2088635732,84.610030564,84.2066592572,84.547244605,4.22286961747,4.04874023615,4.22286961747,3.99417718073,4.37024590327
ionosphere,92.2519114688,91.9975855131,92.2519114688,91.8832997988,91.9975855131,2.72711176504,3.05773690814,2.72711176504,2.85365618343,3.1361707953
iris,100.0,99.9333333333,100.0,100.0,100.0,0.0,0.471404520791,0.0,0.0,0.0
landsat-satellite,99.1810669559,99.1795250178,99.1810669559,99.1624309218,99.1810585102,0.246730890566,0.244122388512,0.246730890566,0.245675321255,0.26220370706
letter,99.9145813751,99.9114388811,99.9145813751,99.9097256957,99.9131528824,0.043692226658,0.0442203183099,0.043692226658,0.045091704208,0.0431495075415
libras-movement,98.4733333333,98.4133333333,98.4733333333,98.3933333333,98.36,1.34533712236,1.46858254582,1.34533712236,1.38618057938,1.53099496349
lung-cancer,69.1684210526,94.3789473684,67.0842105263,94.1789473684,89.0789473684,11.7804649484,6.1463026753,12.4372857205,6.63672587678,7.40673062456
mfeat-karhunen,99.66,99.635,99.66,99.64,99.66,0.352686482732,0.378672493248,0.352686482732,0.364775580994,0.356284683238
mfeat-morphological,99.85,99.82,99.85,99.825,99.795,0.195615199109,0.202282889407,0.195615199109,0.248721219235,0.275208640704
mfeat-zernike,99.35,99.35,99.35,99.37,99.36,0.331200660553,0.342559394522,0.331200660553,0.343451865148,0.343154632842
mushroom,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
optdigits,99.5052768164,99.5409198822,99.5052768164,99.5266927881,99.5052927406,0.20970418546,0.20654444411,0.20970418546,0.199551392857,0.20499575885
page-blocks,97.0565456575,97.0382690877,97.0565456575,97.0090502788,97.0401005712,0.525201047973,0.523959306757,0.525201047973,0.531004937891,0.532843584827
pendigits,99.8171232645,99.810759624,99.8171232645,99.8034769567,99.8125790505,0.084015000885,0.085940612827,0.084015000885,0.0834956148071,0.08705069209
scene-classification,84.3661179093,84.8604124073,84.3661179093,84.7730594183,84.7024160851,1.3978880145,1.32638633431,1.3978880145,1.40550895155,1.48270253271
segment,99.7402597403,99.7575757576,99.7402597403,99.7402597403,99.7619047619,0.205109758216,0.198668873274,0.205109758216,0.209719541841,0.215343046957
shuttle,99.9247284809,99.9254182235,99.9247284809,99.9273887445,99.9263049376,0.0258395106034,0.0262381628563,0.0258395106034,0.0269420543954,0.0250198494105
sonar,85.3300380844,85.2360154499,85.3300380844,84.4135537369,85.2370148286,4.99263907032,5.01215958675,4.99263907032,5.26575093752,5.14170617682
spambase,94.5730016222,94.5143035377,94.5730016222,94.4947595638,94.583883015,0.68576520314,0.686906045587,0.68576520314,0.668390545656,0.688755032157
