,,mean,mean,std,std
,,acc,loss,acc,loss
hepatitis,isotonic,0.83377016129,0.635502898751,0.0550816982703,0.687566275836
hepatitis,sigmoid,0.839536290323,0.363881064638,0.0544867903848,0.0795990797997
horse,None,0.860378994165,0.36239356356,0.03851004479,0.0446618464779
horse,beta,0.860389923127,0.347506818448,0.0364993618553,0.0661535507015
horse,beta_ab,0.861384643883,0.347160289826,0.0366173991945,0.0654523016023
horse,beta_am,0.861406501806,0.350740404274,0.0374060074323,0.0640674552098
horse,isotonic,0.855417430768,0.566647065762,0.0354945666885,0.358659229963
horse,sigmoid,0.860756599055,0.338747636848,0.0394465177308,0.0605940946593
ionosphere,None,0.932808853119,0.207908484951,0.0241215004146,0.0393241161926
ionosphere,beta,0.933384305835,0.178965331201,0.0249883744452,0.0599110225312
ionosphere,beta_ab,0.933951710262,0.177935944083,0.0231850024728,0.0543955253901
ionosphere,beta_am,0.930249496982,0.190369719799,0.0251117211288,0.0610268028112
ionosphere,isotonic,0.93138832998,0.372600817369,0.0235003422736,0.366254693096
ionosphere,sigmoid,0.932241448692,0.178328797756,0.0255050032551,0.0539084834586
iris,None,1.0,0.00411967025221,0.0,0.00308177175749
iris,beta,1.0,0.00184051525667,0.0,0.00462431634129
iris,beta_ab,1.0,0.000487256113482,0.0,0.00107644000937
iris,beta_am,1.0,0.000225135233539,0.0,0.00042581462327
iris,isotonic,1.0,0.000768343389071,0.0,0.00121332061978
iris,sigmoid,1.0,1.42897595025e-05,0.0,2.39644870637e-06
landsat-satellite,None,0.987210891977,0.0456752441,0.00303859649515,0.00384972368979
landsat-satellite,beta,0.987583878225,0.029397709872,0.00308100130403,0.00574739767858
landsat-satellite,beta_ab,0.987210831331,0.0305633607818,0.00303934555959,0.00562251289774
landsat-satellite,beta_am,0.987568036165,0.0304173641004,0.00322389272249,0.00595272611361
landsat-satellite,isotonic,0.987397203793,0.0348231752481,0.00313900079253,0.0144629300086
landsat-satellite,sigmoid,0.987443981308,0.0317106617149,0.00305520122509,0.00661354053399
letter,None,0.998502936295,0.00987285891699,0.000514676780141,0.000679592409009
letter,beta,0.999408584648,0.00275940548578,0.000346295680147,0.000981901171542
letter,beta_ab,0.998711480603,0.00468098291417,0.000481526509642,0.00114742833258
letter,beta_am,0.999405729952,0.00277235011111,0.000350290665918,0.000974289113302
letter,isotonic,0.999382880149,0.00487571722373,0.000355058065079,0.00511740354694
letter,sigmoid,0.999391446669,0.00284182624444,0.000350799173199,0.00124472102339
libras-movement,None,0.951733333333,0.119442065653,0.0132863116439,0.0225250064115
libras-movement,beta,0.971466666667,0.0974951854138,0.0163182632129,0.0450385515194
libras-movement,beta_ab,0.95,0.117515065391,0.0121405226514,0.034694988591
libras-movement,beta_am,0.971133333333,0.0972114821206,0.0168036547153,0.04351736814
libras-movement,isotonic,0.969866666667,0.144233451341,0.0173526841226,0.2280354582
libras-movement,sigmoid,0.9712,0.10010264039,0.0163958957311,0.0468778383672
lung-cancer,None,0.969631578947,0.116970221877,0.031953604574,0.014335418742
lung-cancer,beta,1.0,0.0020191814239,0.0,0.00354720140348
lung-cancer,beta_ab,0.972789473684,0.0671827883662,0.0322020955248,0.0556516755778
lung-cancer,beta_am,1.0,0.00207675894423,0.0,0.0036644480947
lung-cancer,isotonic,1.0,0.0118700813173,0.0,0.0119908793229
lung-cancer,sigmoid,1.0,0.0022172011694,0.0,0.00443904604248
mfeat-karhunen,None,0.9769,0.0926253561086,0.00619743198957,0.00560701190859
mfeat-karhunen,beta,0.9927,0.0227347833611,0.00367145636454,0.0113376206215
mfeat-karhunen,beta_ab,0.9769,0.0565190410652,0.00607268894481,0.0132850151411
mfeat-karhunen,beta_am,0.99295,0.0229089091938,0.0035243323293,0.0112301761525
mfeat-karhunen,isotonic,0.9931,0.0415873606723,0.00359137288285,0.0459478930841
mfeat-karhunen,sigmoid,0.99255,0.0227808193201,0.00369396916111,0.0114959088188
mfeat-morphological,None,0.9985,0.0356739557133,0.00195615199109,0.0590277607978
mfeat-morphological,beta,0.9981,0.016796149301,0.00223378511016,0.0392816767139
mfeat-morphological,beta_ab,0.9985,0.0163825266961,0.00195615199109,0.0392923123919
mfeat-morphological,beta_am,0.998,0.0310569060917,0.00225876975726,0.0432209946626
mfeat-morphological,isotonic,0.99795,0.0194743824248,0.00229740314801,0.0406734343009
mfeat-morphological,sigmoid,0.9979,0.0136435767736,0.00238832192819,0.0173933575336
mfeat-zernike,None,0.98785,0.0524507447502,0.00507620499417,0.00814849891693
mfeat-zernike,beta,0.9903,0.0344025849434,0.00418451957596,0.0125025889512
mfeat-zernike,beta_ab,0.9879,0.0372206452026,0.00508499192302,0.0128649346018
mfeat-zernike,beta_am,0.9904,0.0364464193658,0.00444237480156,0.0120987412006
mfeat-zernike,isotonic,0.99015,0.0663861816803,0.00438602837405,0.0437294972115
mfeat-zernike,sigmoid,0.9905,0.0339539610351,0.0043740888264,0.0128603195066
mushroom,None,1.0,0.000672951395809,0.0,0.00025014489503
mushroom,beta,1.0,0.000271753848078,0.0,0.000155361248841
mushroom,beta_ab,1.0,0.000288666660121,0.0,0.000188496854959
mushroom,beta_am,1.0,0.000276685621492,0.0,0.00016371894938
mushroom,isotonic,1.0,3.75715204034e-05,0.0,6.45974872464e-05
mushroom,sigmoid,1.0,1.57620978979e-05,0.0,9.08429226354e-06
optdigits,None,0.986673434729,0.0592497844041,0.0028118025882,0.00386185701343
optdigits,beta,0.992348618245,0.0225327382562,0.00245867153266,0.00630267516504
optdigits,beta_ab,0.986744641952,0.0360381782966,0.00280464644307,0.00705027228816
optdigits,beta_am,0.992295094605,0.0225952761377,0.00245041845435,0.00636680938718
optdigits,isotonic,0.992206125194,0.0295661657218,0.00243648106292,0.0202654070584
optdigits,sigmoid,0.992384173799,0.0235209874495,0.00247328154464,0.00682201646665
page-blocks,None,0.975972846693,0.0804717462633,0.00420293388472,0.0241714710281
page-blocks,beta,0.975973330984,0.0728235021455,0.00440934965538,0.0155147931404
page-blocks,beta_ab,0.97593604964,0.0750833662019,0.00409928034819,0.0166253131718
page-blocks,beta_am,0.975589451425,0.0794288426348,0.00423710260828,0.0144622232166
page-blocks,isotonic,0.975899970922,0.0717916015993,0.00407179390232,0.0248691231139
page-blocks,sigmoid,0.975497508788,0.0719471813418,0.0042060715576,0.0108429359447
pendigits,None,0.995596712275,0.024956624853,0.00121723618896,0.0019190964542
pendigits,beta,0.995569443715,0.0143917364465,0.0011653453798,0.00378108353188
pendigits,beta_ab,0.99561492726,0.014297968032,0.00120084251304,0.00377955879309
pendigits,beta_am,0.99556041492,0.0144052367854,0.0011892360598,0.00320554563581
pendigits,isotonic,0.995424080294,0.0220328584251,0.00117742693586,0.0131175208336
pendigits,sigmoid,0.995651328197,0.0135892087499,0.00118098212244,0.00329087409513
scene-classification,None,0.839840560238,0.371542523653,0.0101557088603,0.011220956904
scene-classification,beta,0.856623653537,0.337665136745,0.0127001914985,0.0191727272849
scene-classification,beta_ab,0.839756708592,0.353270036499,0.0104648426455,0.0149400667801
scene-classification,beta_am,0.856082679512,0.339591228631,0.012355430652,0.0189390896157
scene-classification,isotonic,0.855210015513,0.365095038416,0.0126896853531,0.0514083726819
scene-classification,sigmoid,0.856415060328,0.338242612144,0.0121374419689,0.0192437537084
segment,None,0.996926406926,0.0162059308002,0.00266319764999,0.00425736826783
segment,beta,0.997056277056,0.00949014079223,0.0023040118751,0.00723648533635
segment,beta_ab,0.997272727273,0.00977262249311,0.00238756921367,0.00660395570217
segment,beta_am,0.997012987013,0.00962720629484,0.00226762054636,0.00717092924974
segment,isotonic,0.996883116883,0.0268846375806,0.00219346293766,0.0422216258239
segment,sigmoid,0.997012987013,0.0100155442053,0.00239077078294,0.00807248044849
shuttle,None,0.999976354291,0.000270874867275,4.79776599651e-05,8.44830788431e-05
shuttle,beta,0.999982265718,0.000190609783271,4.31052737424e-05,8.15289323285e-05
shuttle,beta_ab,0.999978324832,0.000193114309198,4.68492452771e-05,8.5757437804e-05
shuttle,beta_am,0.999980295275,0.000219478555414,4.560623875e-05,8.58266046141e-05
shuttle,isotonic,0.999984236453,0.000228143943883,4.3879245253e-05,0.00127867704216
shuttle,sigmoid,0.999987191973,9.08778203278e-05,4.19995469902e-05,0.000238194812111
sonar,None,0.805783431921,0.450184262592,0.059982866754,0.0316478476651
sonar,beta,0.820223914864,0.373104205874,0.0605985728042,0.0745854850385
sonar,beta_ab,0.807155551954,0.377984318379,0.0616231723057,0.0675832392975
sonar,beta_am,0.818273235556,0.372876263247,0.0572314811236,0.073648073377
sonar,isotonic,0.819236150501,0.506803251679,0.0592907150435,0.517345209401
sonar,sigmoid,0.8172976258,0.375863484086,0.0572438692776,0.0756545113159
spambase,None,0.949142662031,0.162640996612,0.00706987854904,0.0099660777346
spambase,beta,0.949902752721,0.141614698469,0.00655571959043,0.0167733931311
spambase,beta_ab,0.950468301593,0.142275671453,0.00667905990285,0.0166900471496
spambase,beta_am,0.950250815514,0.143562194397,0.00694300449241,0.0137556370183
spambase,isotonic,0.950815891796,0.146158799114,0.00689334364032,0.0296238831203
spambase,sigmoid,0.951641790692,0.136286485412,0.00656553446401,0.0157122111998
tic-tac,None,0.920448603613,0.28483344106,0.0202236287368,0.0132110684825
tic-tac,beta,0.96053627056,0.109705154489,0.0141022975927,0.0228136543314
tic-tac,beta_ab,0.9232660459,0.163311849333,0.019527659472,0.0264265536605
tic-tac,beta_am,0.960745149269,0.110094338681,0.0142249427346,0.0229239544323
tic-tac,isotonic,0.96064044853,0.110994379018,0.0149372541546,0.0351657828945
tic-tac,sigmoid,0.960223213882,0.110095016056,0.0142090732879,0.0230056090129
vehicle,None,0.986533501711,0.0913734637275,0.00761954771894,0.00894738870361
vehicle,beta,0.98653425616,0.0450478783042,0.0074389996805,0.0157590767514
vehicle,beta_ab,0.986411652678,0.0446442891757,0.00763711187283,0.0167138953847
vehicle,beta_am,0.986770975704,0.0452741124151,0.00729674754251,0.0156258167446
vehicle,isotonic,0.987007662094,0.0875363480872,0.00674171044142,0.0882247870284
vehicle,sigmoid,0.98665540077,0.0458726021351,0.00721937024227,0.0170364095182
vowel,None,0.974545454545,0.0796270157936,0.0092374636498,0.00956044790011
vowel,beta,0.989797979798,0.035304299096,0.0071052253992,0.0161450786207
vowel,beta_ab,0.975252525253,0.0569844502869,0.00963953045879,0.0177198687982
vowel,beta_am,0.990101010101,0.035238038381,0.00706628833864,0.0155053531347
vowel,isotonic,0.989393939394,0.0362202238034,0.00737555854988,0.0337515160523
vowel,sigmoid,0.989696969697,0.0357273702962,0.0066878096544,0.0171457033535
waveform-5000,None,0.891117492017,0.294502771143,0.00914366112086,0.00875756151655
waveform-5000,beta,0.892237332417,0.234635604576,0.00889599612385,0.0146034486238
waveform-5000,beta_ab,0.891057651978,0.23713822494,0.00910527237901,0.0143011325949
waveform-5000,beta_am,0.892137672438,0.234849521435,0.00879260440848,0.0145482011067
waveform-5000,isotonic,0.891637831958,0.245480171637,0.00903478195639,0.0276614679199
waveform-5000,sigmoid,0.892417532578,0.237348265573,0.00903290947782,0.015182497104
wdbc,None,0.956920353982,0.146078230442,0.0187834197313,0.0963344207953
wdbc,beta,0.957106579454,0.121937613639,0.0187076185654,0.075152983786
wdbc,beta_ab,0.958150057715,0.119969134244,0.0184871989962,0.0642806134733
wdbc,beta_am,0.958854944209,0.143548030091,0.0192211399379,0.100855889369
wdbc,isotonic,0.958513274336,0.199772774614,0.0197713437734,0.208890473777
wdbc,sigmoid,0.95920892651,0.113944866603,0.0190613563901,0.046661551917
wpbc,None,0.779452091768,0.531262510042,0.0266915256367,0.0436326309876
wpbc,beta,0.77221659919,0.530872750489,0.0205545196852,0.0369824688077
wpbc,beta_ab,0.782975708502,0.529623463627,0.0287829871403,0.0405460973325
wpbc,beta_am,0.764994601889,0.535048848614,0.0103122383447,0.0325940956689
wpbc,isotonic,0.780357624831,0.637521521326,0.0281401020395,0.34340320733
wpbc,sigmoid,0.767599865047,0.530667202732,0.0159013388626,0.0336863261714
yeast,None,0.7607440785,0.479167581439,0.0189240807002,0.0192305184086
yeast,beta,0.758520590889,0.481398326585,0.0193756820186,0.0190739898165
yeast,beta_ab,0.760336354513,0.481532352954,0.019352746078,0.0190178198568
yeast,beta_am,0.75918857093,0.48059571355,0.0197939011363,0.0185588947404
yeast,isotonic,0.756980549251,0.50873291635,0.0194455405031,0.0611091300697
yeast,sigmoid,0.760196707624,0.48554453837,0.0189252793773,0.019647142499
zoo,None,0.997994987469,0.0320241835243,0.00993514996456,0.018483858481
zoo,beta,0.992310321258,0.0155286058473,0.0178340859391,0.0198822906735
zoo,beta_ab,0.997994987469,0.00774251069896,0.00993514996456,0.012401029033
zoo,beta_am,0.99049213944,0.015449483211,0.0232194315149,0.0206203978908
zoo,isotonic,0.994171793119,0.015852171689,0.0159777557298,0.0182332851736
zoo,sigmoid,0.99708589656,0.00882583624182,0.0116751721204,0.0134061277753
