,mean,mean,mean,mean,std,std,std,std
,loss,loss,loss,loss,loss,loss,loss,loss
method,None,beta,isotonic,sigmoid,None,beta,isotonic,sigmoid
dataset,,,,,,,,
mfeat-zernike,0.0524507447502,0.0344025849434,0.0663861816803,0.0339539610351,0.00814849891693,0.0125025889512,0.0437294972115,0.0128603195066
mushroom,0.000672951395809,0.000271753848078,3.75715204034e-05,1.57620978979e-05,0.00025014489503,0.000155361248841,6.45974872464e-05,9.08429226354e-06
optdigits,0.0592497844041,0.0225327382562,0.0295661657218,0.0235209874495,0.00386185701343,0.00630267516504,0.0202654070584,0.00682201646665
page-blocks,0.0804717462633,0.0728235021455,0.0717916015993,0.0719471813418,0.0241714710281,0.0155147931404,0.0248691231139,0.0108429359447
pendigits,0.024956624853,0.0143917364465,0.0220328584251,0.0135892087499,0.0019190964542,0.00378108353188,0.0131175208336,0.00329087409513
scene-classification,0.371542523653,0.337665136745,0.365095038416,0.338242612144,0.011220956904,0.0191727272849,0.0514083726819,0.0192437537084
segment,0.0162059308002,0.00949014079223,0.0268846375806,0.0100155442053,0.00425736826783,0.00723648533635,0.0422216258239,0.00807248044849
shuttle,0.000270874867275,0.000190609783271,0.000228143943883,9.08778203278e-05,8.44830788431e-05,8.15289323285e-05,0.00127867704216,0.000238194812111
sonar,0.450184262592,0.373104205874,0.506803251679,0.375863484086,0.0316478476651,0.0745854850385,0.517345209401,0.0756545113159
spambase,0.162640996612,0.141614698469,0.146158799114,0.136286485412,0.0099660777346,0.0167733931311,0.0296238831203,0.0157122111998
tic-tac,0.28483344106,0.109705154489,0.110994379018,0.110095016056,0.0132110684825,0.0228136543314,0.0351657828945,0.0230056090129
vehicle,0.0913734637275,0.0450478783042,0.0875363480872,0.0458726021351,0.00894738870361,0.0157590767514,0.0882247870284,0.0170364095182
vowel,0.0796270157936,0.035304299096,0.0362202238034,0.0357273702962,0.00956044790011,0.0161450786207,0.0337515160523,0.0171457033535
waveform-5000,0.294502771143,0.234635604576,0.245480171637,0.237348265573,0.00875756151655,0.0146034486238,0.0276614679199,0.015182497104
wdbc,0.146078230442,0.121937613639,0.199772774614,0.113944866603,0.0963344207953,0.075152983786,0.208890473777,0.046661551917
wpbc,0.531262510042,0.530872750489,0.637521521326,0.530667202732,0.0436326309876,0.0369824688077,0.34340320733,0.0336863261714
yeast,0.479167581439,0.481398326585,0.50873291635,0.48554453837,0.0192305184086,0.0190739898165,0.0611091300697,0.019647142499
zoo,0.0320241835243,0.0155286058473,0.015852171689,0.00882583624182,0.018483858481,0.0198822906735,0.0182332851736,0.0134061277753
