,mean,mean,mean,mean,mean,std,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta,beta_ab,isotonic,sigmoid,None,beta,beta_ab,isotonic,sigmoid
dataset,,,,,,,,,,
abalone,0.223844670484,0.221595168763,0.221324579069,0.214442078363,0.22306790386,0.00318420516016,0.00318053515852,0.00256583107934,0.00483544238767,0.00293053003485
autos,0.146737737364,0.114311575802,0.126878304454,0.115464115573,0.114849886954,0.0143138405985,0.029066225704,0.0191481017768,0.0299294050708,0.029059934268
balance-scale,0.0591178344717,0.0243011561923,0.0243381375593,0.0247106271441,0.0242731126809,0.00543070375513,0.00886880259899,0.00924830947549,0.00921174541323,0.00891652745553
car,0.0765109769784,0.0324301540714,0.0327182222832,0.0328429576255,0.0322185218753,0.00405515469801,0.00714705514144,0.00720006337263,0.00636548033551,0.00713998853691
cleveland,0.142058297098,0.125810203116,0.125594821637,0.127969203998,0.12559637213,0.0194115685556,0.0308096927884,0.0305825832555,0.0321613809252,0.0310364501792
credit-approval,0.12611305707,0.105125997489,0.105569794501,0.105614227281,0.105099421055,0.0126524943225,0.0214947797518,0.0215454054268,0.0216808048271,0.0215965804933
dermatology,0.0625408190527,0.00160046276906,0.000716672235169,0.00121325605973,0.00155947837424,0.00347457580089,0.00341896822467,0.00222186610497,0.0022053888584,0.00336577037
diabetes,0.166186332117,0.161342288068,0.161949877155,0.161681192505,0.162947107379,0.0093467271108,0.013327885332,0.012564954134,0.0133804496092,0.0136810948464
ecoli,0.0594529104588,0.0262817099573,0.0255176513164,0.0268448374098,0.0264592550099,0.0113655484468,0.0183959639747,0.0190391247972,0.0193083343692,0.0182060054713
flare,0.152768579537,0.142896785413,0.142503332972,0.148572672584,0.143214973053,0.00527820495309,0.00770490749882,0.00721653683492,0.00920704873634,0.00783919747179
german,0.168712842991,0.163289545048,0.163488694439,0.16468568041,0.16341884328,0.00645196374466,0.00946302535119,0.00920241180194,0.0098294869569,0.00946322070299
glass,0.175301274034,0.168869023959,0.172924237659,0.173256590521,0.16914361884,0.0205765318679,0.0340092124552,0.0298481440542,0.0396672398855,0.0331271533745
heart-statlog,0.14024918253,0.122597251675,0.122220080275,0.124841448779,0.122400648968,0.0172286600719,0.0283171372751,0.0280049232013,0.0297312283572,0.0281816642922
hepatitis,0.140582986665,0.120824060343,0.125771781054,0.127251511715,0.120345905815,0.0157868672502,0.0348054272543,0.0256720679212,0.038700304905,0.0345262891337
horse,0.138675322048,0.110957180352,0.112435441337,0.114591647786,0.110480455975,0.0115924087566,0.0218136740379,0.0211510687331,0.0234337402414,0.0219993081742
ionosphere,0.0886314396907,0.0409402175265,0.0439734707324,0.0422091112784,0.0406814960155,0.0090118071352,0.0186282725159,0.0185505904254,0.0185008398151,0.0185758775451
iris,0.0626661067794,0.00148967738812,0.00163008387106,0.00172881717771,0.00149570409129,0.00317179836177,0.00337019232366,0.00358523642855,0.00333667806939,0.00341375324425
landsat-satellite,0.028830456204,0.00897805615268,0.00898711501011,0.00879116614095,0.00905548651815,0.00138260516267,0.00214168416757,0.00216083613945,0.00203350356512,0.00219850445245
letter,0.0137523702324,0.00188960559661,0.00243731772511,0.00192324947213,0.0018793422169,0.000383226477066,0.000396178298903,0.000454541707053,0.000418334016309,0.000405081316092
libras-movement,0.0678710809322,0.0126434492032,0.0200193189649,0.0129230270535,0.0126183308893,0.00490087733592,0.0107327546,0.0111176654089,0.0103701964044,0.0108057696201
lung-cancer,0.0869804112993,0.000580511251139,0.0205523377306,0.00204950925067,0.000482425649215,0.00474956905408,0.00139610457042,0.0219673689972,0.00344893022328,0.00117415371474
mfeat-karhunen,0.0541116182178,0.00345654656835,0.00426499155071,0.00354424783169,0.00343773812802,0.00138568815979,0.00258546120608,0.0028512560626,0.00260891596868,0.00260372112291
mfeat-morphological,0.0644850835843,0.0017670907813,0.0014991491365,0.00163172243208,0.00175833925446,0.00127997324832,0.00184293283771,0.00195179520817,0.00186161590631,0.00184723395503
mfeat-zernike,0.0405281566017,0.00472090426461,0.00476789244119,0.00488496530326,0.0046991763029,0.00200006062833,0.00262615195499,0.00292880486726,0.00260840982856,0.00262684399754
mushroom,0.0602768645276,5.40441742648e-07,1.05971364823e-07,2.66315043855e-06,2.96206481242e-07,0.000272723834845,3.05321431875e-06,2.57148187492e-07,8.26306961939e-06,1.71076430792e-06
optdigits,0.0327532323664,0.00334570665321,0.00413368851422,0.00350375914852,0.00334510618242,0.00102477860244,0.00145583513449,0.00159562760903,0.00148531490388,0.0014530546893
page-blocks,0.0599361677124,0.026852855457,0.0279870020011,0.0253604790082,0.0280325838944,0.00191412274168,0.00343538291031,0.00314818777381,0.0031356947534,0.00343362902263
pendigits,0.0158047385878,0.00125455674475,0.00130944989342,0.0012881847142,0.00124903176813,0.00067073916804,0.000525056955103,0.000594000513735,0.000544346889908,0.000525295441845
scene-classification,0.125866689072,0.10605366267,0.107160712754,0.106673033759,0.1064794685,0.00441176396142,0.0074235009345,0.00704131666986,0.0074561022444,0.00782679254012
segment,0.0326815210041,0.00270265351583,0.00283209457645,0.00256653921665,0.00269401230729,0.00156230922339,0.0017812462121,0.00196196483266,0.00182405734908,0.00180531328055
shuttle,0.0169500001862,0.000713389846353,0.00079362203689,0.000652032768642,0.000712268554903,0.000209555331439,0.000146703066778,0.0001624570705,0.000140876395482,0.000147819055357
sonar,0.150207750276,0.105979757256,0.11010590309,0.106929161479,0.106806616672,0.0118432488831,0.0281921039363,0.0280557236811,0.0286392858517,0.0284363340582
spambase,0.0776088162675,0.0530181143178,0.0535432198502,0.0533432788171,0.0532323488497,0.00354166135772,0.00575169058523,0.00582240177559,0.00585321379218,0.00592805341853
tic-tac,0.126463960599,0.0703108655176,0.0826330030173,0.0715257883223,0.0701697546115,0.00467109498322,0.0103090551919,0.0111177613496,0.0103343268811,0.0104557594425
vehicle,0.0653962030987,0.0192042712298,0.019832746326,0.019930285304,0.0191514392148,0.00493942704348,0.00754941723652,0.00781250611083,0.00796993269985,0.00767784942241
vowel,0.0413573893536,0.0141031636011,0.0160707637055,0.0146760382674,0.0140437071837,0.0030637462443,0.00581520790605,0.00656703154395,0.00602640525163,0.00590105430895
waveform-5000,0.0873013387981,0.0733163759816,0.073333014672,0.0735529311428,0.0736142084112,0.00358022201842,0.00486616053809,0.00486727345793,0.00471450122196,0.00501608236177
wdbc,0.0560342618257,0.0205177246413,0.019899270161,0.0207912625449,0.0207199572311,0.00564420916768,0.00890669450636,0.00895567670373,0.0091040091707,0.00894023440308
wpbc,0.168906569412,0.16084657152,0.162206061885,0.165815914522,0.160388839021,0.00873601231717,0.0235725757547,0.0175031966785,0.0304460855837,0.0230894800984
yeast,0.174960016965,0.171412155466,0.172041170984,0.172409774272,0.173290166336,0.00743242941388,0.00931647994973,0.00766444611585,0.00971072708741,0.00993073368161
zoo,0.0762090111906,0.00184239813818,0.00276795622772,0.00217387572926,0.00181545585884,0.00610876036229,0.00431167424103,0.0062008753521,0.00382013923293,0.00427678217624
