,mean,mean,mean,mean,mean,std,std,std,std,std
,loss,loss,loss,loss,loss,loss,loss,loss,loss,loss
method,None,beta,beta_ab,isotonic,sigmoid,None,beta,beta_ab,isotonic,sigmoid
dataset,,,,,,,,,,
abalone,0.639009625028,0.634172584117,0.633506594462,0.627809724824,0.637488066249,0.0069856646794,0.00675944803396,0.00559127782303,0.0311854543424,0.00618755233875
autos,0.469855701932,0.358843988446,0.390579533909,0.577599996472,0.364930546765,0.031473743717,0.0743572758411,0.0473067624437,0.514111149163,0.0737854304147
balance-scale,0.233381644002,0.0793618868016,0.0798436869072,0.126368369772,0.0791797904509,0.0147557663572,0.0239725121204,0.0253537422544,0.14164092953,0.0239531973311
car,0.298783807784,0.103789250513,0.104485795292,0.11381584971,0.103966058573,0.0101296496464,0.0198494326552,0.0198596083173,0.0488816392457,0.0200256729822
cleveland,0.456908517469,0.407698047586,0.407743339632,0.704866791817,0.405864149119,0.0437346426204,0.0908957876122,0.0904992339772,0.489468625199,0.087615549514
credit-approval,0.424795083775,0.352138748301,0.353409632958,0.515612490331,0.351622738562,0.0278498809822,0.0633250476316,0.0638393930117,0.249124007027,0.061880566861
dermatology,0.283520724127,0.00466080212175,0.00223739981189,0.00426874247334,0.00455686621184,0.00894488105665,0.01032518555,0.00636486491825,0.00568951095786,0.0102713738046
diabetes,0.509124568697,0.48808344415,0.490003420816,0.572884274645,0.494934154951,0.0204252357147,0.0315248916136,0.0296287808628,0.14233864586,0.0323595402307
ecoli,0.259417691736,0.12629301741,0.12832739692,0.355960241706,0.120475325354,0.0279700963664,0.103899564861,0.104099688724,0.504218067258,0.094805360593
flare,0.485984186901,0.447457470157,0.446513318853,0.481567991348,0.44861894355,0.0115241834789,0.0192144873267,0.0180917032534,0.0424640648126,0.0195086442705
german,0.5157417668,0.498053439191,0.498638993672,0.558252219904,0.498309355546,0.0147706041652,0.0261477679617,0.0256158885718,0.110808278536,0.0244905799986
glass,0.533465699981,0.519331570219,0.527953335013,0.847777918639,0.518847957212,0.0455433685874,0.0926497825991,0.0818052638711,0.652508129438,0.0856474174793
heart-statlog,0.452373035068,0.402165673217,0.401420114179,0.820473550215,0.39864656196,0.0386412652277,0.0841909566915,0.0827447996209,0.598049267379,0.0787148784888
hepatitis,0.458634207517,0.404937252603,0.41481117592,1.0115064679,0.400842819885,0.0342427481664,0.113623359366,0.0925877264732,1.15471637243,0.107128699273
horse,0.454070214415,0.372309338927,0.375094227505,0.679894756799,0.368915735535,0.025377962179,0.0642521513263,0.0606523295312,0.481300597273,0.0632604093734
ionosphere,0.339776648795,0.157009325859,0.16181457931,0.376542679425,0.154743806823,0.0200662941891,0.0708089152022,0.0641696372465,0.383795847697,0.0679290068837
iris,0.28683833065,0.0042897683585,0.00468121644579,0.00619749915874,0.00429806610502,0.00736953076287,0.00915810463584,0.00960597147822,0.00922359417709,0.00923789300056
landsat-satellite,0.165460515197,0.0324714949106,0.0325139919859,0.0419819985932,0.0335123598184,0.00433098815818,0.00710179621371,0.0071666148008,0.0187849683325,0.00744058908783
letter,0.0972871194494,0.00723369020757,0.00892039956649,0.00960904786373,0.00734683613182,0.00172757758323,0.0015369263683,0.00164583311118,0.00360468971775,0.00158661700562
libras-movement,0.293903810152,0.0731910358462,0.0824482563395,0.141304228343,0.0706788885506,0.011107760828,0.0876517672088,0.0458032710059,0.207053310289,0.0820927912175
lung-cancer,0.346268359192,0.00324028075841,0.133225126097,0.0111685787166,0.00283973770576,0.0110212426306,0.00666649794155,0.540524995572,0.0142929742669,0.0059671315547
mfeat-karhunen,0.257892541461,0.0161111597024,0.0187644688878,0.0317864130116,0.0157861754323,0.00348951999038,0.0131624816699,0.0131414538404,0.0446360349434,0.0127354250325
