,mean,mean,mean,mean,mean,std,std,std,std,std
,acc,acc,acc,acc,acc,acc,acc,acc,acc,acc
method,None,beta,beta_ab,beta_am,sigmoid,None,beta,beta_ab,beta_am,sigmoid
dataset,,,,,,,,,,
abalone,64.0123118709,64.1225978563,63.5932724736,64.0985110051,64.1104469898,0.775468854122,0.97244741527,0.672621533361,0.908553299312,0.918006611648
autos,81.3192043447,83.8826785406,80.4649154884,83.497959904,83.393466696,5.43439678138,5.96969467543,5.64201652307,6.20287066891,6.20048185535
balance-scale,96.5891811222,96.6211769261,96.5891811222,96.5734267481,96.5734267481,1.64558190908,1.59476935277,1.64558190908,1.65640116683,1.65640116683
car,94.9654523457,94.9944885065,94.9654523457,95.0117623336,95.0348837209,1.33016449275,1.39045388635,1.33016449275,1.4117940242,1.38359200685
cleveland,82.9958503799,82.8602376778,82.9958503799,82.7907071888,82.8251899474,4.93450502254,4.9410596356,4.93450502254,4.88322300368,4.9014686199
credit-approval,86.2015534084,86.2323226392,86.2015534084,86.1707877364,86.1554031211,2.94172282764,3.10164948019,2.94172282764,3.10358795032,3.10946556102
dermatology,99.8895967396,99.7507078507,99.8895967396,99.7507078507,99.7507078507,0.378306797708,0.537565611852,0.378306797708,0.537565611852,0.537565611852
diabetes,75.9110432052,75.7290552585,75.9110432052,75.754944402,75.7941600883,2.72980822272,3.02940606387,2.72980822272,2.82333889006,2.87056786624
ecoli,97.2169015776,96.804981869,97.2169015776,96.6502704762,96.738544521,2.3063822156,2.60354093949,2.3063822156,2.54515510919,2.46160947849
flare,82.2818610141,82.1374755884,82.2818610141,82.0516762323,82.0516762323,1.14400989118,1.25992798691,1.14400989118,1.29370982864,1.29370982864
german,76.32,76.29,76.32,76.28,76.27,1.98144453593,2.097350126,1.98144453593,2.03078350216,2.03843177017
glass,76.7527769388,76.3142488003,75.986976073,76.4066730427,76.3612184973,5.81576347561,6.15498324133,5.9605927576,6.46486786184,6.46736030389
heart-statlog,83.5185185185,83.4444444444,83.5185185185,83.7037037037,83.6666666667,4.83845004184,4.69395970877,4.83845004184,4.74718477379,4.77203507993
