,,mean,mean,std,std
,,acc,loss,acc,loss
credit-approval,sigmoid,0.863726400826,0.344306115151,0.0297634308677,0.0469114199946
dermatology,None,0.996372157872,0.114944629211,0.00618392145302,0.202745642711
dermatology,beta,0.996094380094,0.03699620356,0.00632789928671,0.0611302862021
dermatology,beta_ab,0.996372157872,0.0464198061749,0.00618392145302,0.0886620275345
dermatology,beta_am,0.996094380094,0.0365950460343,0.00632789928671,0.0616496586121
dermatology,isotonic,0.996372157872,0.0947118921455,0.00618392145302,0.183841979706
dermatology,sigmoid,0.996372157872,0.0364561101359,0.00618392145302,0.0573460509134
diabetes,None,0.756629318394,0.519979651981,0.0315471400015,0.0542393153057
diabetes,beta,0.752722179781,0.49138077495,0.0351506409501,0.0286518309514
diabetes,beta_ab,0.756629318394,0.490682762889,0.0315471400015,0.0279548429855
diabetes,beta_am,0.753761989644,0.492149078173,0.0312277660398,0.0268414786102
diabetes,isotonic,0.690144300144,4.37959527305,0.0390277098783,1.0752952878
diabetes,sigmoid,0.754155844156,0.501873199439,0.0312611610335,0.0308909079064
ecoli,None,0.956692153312,0.345588129634,0.0252256834014,0.399076782625
ecoli,beta,0.954604994095,0.166990121286,0.0264044869007,0.0568346009941
ecoli,beta_ab,0.956692153312,0.164119916114,0.0252256834014,0.0510218836464
ecoli,beta_am,0.956116705742,0.168216197775,0.0268778901357,0.0498698936405
ecoli,isotonic,0.936014181325,0.972279702977,0.0585698455729,0.559111364967
ecoli,sigmoid,0.957003836006,0.16874730439,0.0263023653199,0.0766627644733
flare,None,0.822891073909,0.404982443955,0.0113316749267,0.023169731247
flare,beta,0.822456291301,0.405199678808,0.011434001073,0.0228336414775
flare,beta_ab,0.822891073909,0.405293479502,0.0113316749267,0.0221172875791
flare,beta_am,0.822891073909,0.405020034779,0.0113316749267,0.02258291959
flare,isotonic,0.822891073909,6.44454306194,0.0113316749267,0.543549795796
flare,sigmoid,0.821162785686,0.408996380938,0.0123964752347,0.0244273933103
german,None,0.7616,0.515513098989,0.0228669621765,0.0392318822794
german,beta,0.7572,0.508573033085,0.0195395987259,0.0227983178893
german,beta_ab,0.7616,0.509204136777,0.0228669621765,0.0241786116752
german,beta_am,0.7557,0.507759257283,0.0185442108245,0.0227357791573
german,isotonic,0.7143,6.48588526492,0.0136280772597,0.88921935687
german,sigmoid,0.76,0.507494545238,0.0190327322778,0.0223258004895
glass,None,0.798028172086,0.779571904999,0.054338257353,0.31106819696
glass,beta,0.78186204235,0.509567288718,0.0612361692485,0.0505753538093
glass,beta_ab,0.798028172086,0.510718746789,0.054338257353,0.0488366191965
glass,beta_am,0.79116384778,0.511286624532,0.0530463920983,0.0462709920806
glass,isotonic,0.708090707742,5.08354031013,0.0476021492774,1.9670574071
glass,sigmoid,0.80036150542,0.490105397633,0.0525093490148,0.0663755546144
heart-statlog,None,0.80962962963,0.623159963055,0.0519812659929,0.233756540422
heart-statlog,beta,0.806296296296,0.447099784601,0.0505020842483,0.0566941535463
heart-statlog,beta_ab,0.80962962963,0.446085590614,0.0519812659929,0.0551601536071
heart-statlog,beta_am,0.808888888889,0.447091799745,0.0517653960154,0.0544024848999
heart-statlog,isotonic,0.750740740741,4.35280022265,0.0581059829502,1.57374793558
heart-statlog,sigmoid,0.808148148148,0.456231950086,0.0536665495581,0.0678632350499
hepatitis,None,0.821224462366,0.971964145867,0.0621091458346,0.584514980994
hepatitis,beta,0.816454301075,0.421435636958,0.0406127718912,0.0449207689988
hepatitis,beta_ab,0.815557795699,0.441864084214,0.0611889830731,0.0466410491165
hepatitis,beta_am,0.820931451613,0.421875174257,0.0395987120764,0.041534531562
