,mean,mean,mean,mean,std,std,std,std
,loss,loss,loss,loss,loss,loss,loss,loss
method,None,beta,isotonic,sigmoid,None,beta,isotonic,sigmoid
dataset,,,,,,,,
abalone,0.615258102613,0.614152151706,8.9813431383,0.616174059573,0.0109714159607,0.00976268297567,3.13196832563,0.0088868322794
autos,0.491699930457,0.296195930401,1.91494684454,0.258223694372,0.46477303347,0.0745088296711,1.5063070173,0.0716743406606
balance-scale,0.0433564055367,0.0310054576318,0.36965445891,0.030037668963,0.011465613365,0.0177477871242,0.35732219658,0.0190732951233
car,0.114943615439,0.110072371231,1.35646143296,0.121505384985,0.0137425266345,0.0174834117859,0.350248560302,0.0215789198982
cleveland,0.534759610783,0.437598599114,3.48070783255,0.439607066974,0.160907256974,0.0477149268669,1.36556643521,0.0592163158704
credit-approval,0.360831240741,0.350039137196,3.27566354243,0.344306115151,0.0793944314576,0.0407464090946,0.853719900548,0.0469114199946
dermatology,0.114944629211,0.03699620356,0.0947118921455,0.0364561101359,0.202745642711,0.0611302862021,0.183841979706,0.0573460509134
diabetes,0.519979651981,0.49138077495,4.37959527305,0.501873199439,0.0542393153057,0.0286518309514,1.0752952878,0.0308909079064
ecoli,0.345588129634,0.166990121286,0.972279702977,0.16874730439,0.399076782625,0.0568346009941,0.559111364967,0.0766627644733
flare,0.404982443955,0.405199678808,6.44454306194,0.408996380938,0.023169731247,0.0228336414775,0.543549795796,0.0244273933103
german,0.515513098989,0.508573033085,6.48588526492,0.507494545238,0.0392318822794,0.0227983178893,0.88921935687,0.0223258004895
glass,0.779571904999,0.509567288718,5.08354031013,0.490105397633,0.31106819696,0.0505753538093,1.9670574071,0.0663755546144
heart-statlog,0.623159963055,0.447099784601,4.35280022265,0.456231950086,0.233756540422,0.0566941535463,1.57374793558,0.0678632350499
hepatitis,0.971964145867,0.421435636958,2.32537552562,0.425828175221,0.584514980994,0.0449207689988,1.49772362492,0.066518476338
horse,0.687831230627,0.445165980224,4.99844525498,0.430632623767,0.261977363479,0.0481798937615,1.59973473382,0.0596309141387
ionosphere,0.45361937748,0.226838009805,1.43157227768,0.249115529907,0.239118186662,0.0451921235155,0.937692191383,0.073678009675
iris,0.126928011043,1.36348715491e-05,1.11022302463e-16,1.36348841059e-05,0.0,0.0,0.0,0.0
landsat-satellite,0.0485289774221,0.0447744138474,0.379208547041,0.0645488837857,0.0100282923414,0.00652229304232,0.123031088907,0.0114349385913
letter,0.0372375761948,0.0359750382239,0.388012117413,0.0453467653916,0.00199747817214,0.00227834710423,0.0526128885394,0.00341109444551
libras-movement,0.616825253371,0.0968922418214,0.637718892691,0.103782500542,0.512072693168,0.0519807131186,0.569514169406,0.0532484178895
lung-cancer,0.237980642622,0.290939336631,1.44648130336,0.290197250334,0.116748542483,0.357779581806,1.74734079306,0.351276252679
mfeat-karhunen,0.059621000746,0.0259330173822,0.161795545974,0.0323672984827,0.0562811174707,0.0116297115965,0.130057820494,0.0178967638899
mfeat-morphological,0.065233559721,0.0480401777905,0.0800186115569,0.0175826523387,0.0678850710016,0.0729496532636,0.071251793504,0.018411915577
mfeat-zernike,0.117964615992,0.0361959092107,0.2277485602,0.0446961259411,0.080425434087,0.0121316211284,0.12516972655,0.0184405846159
mushroom,0.000190192219374,0.000134456555291,0.000147882378517,4.58398138498e-05,0.000224303427517,0.000261259355056,0.000495873562454,0.000159823702451
optdigits,0.0385529678136,0.0357071433724,0.314132165008,0.046352609738,0.00887383460433,0.00543573881076,0.11238187223,0.00974780980992
page-blocks,0.0995625685769,0.0945589901883,0.68557707687,0.118057147949,0.0154256017108,0.0104966056144,0.208533010062,0.0143014135726
pendigits,0.018510690054,0.0184385516829,0.146654985407,0.0247530462627,0.0034281852526,0.00272665024613,0.0478406849031,0.00472079417838
scene-classification,0.410010437826,0.378649309989,4.80561313383,0.393018750796,0.0316459217065,0.0146897145635,0.633831477546,0.0182037598253
segment,0.0259405363929,0.0127670626025,0.0646787387801,0.0162528579406,0.0326090956164,0.010729571738,0.0634913322436,0.0124737994412
shuttle,0.000329568778651,0.000277212235956,0.00174153180445,0.000358306833769,0.00128760886051,0.000500179023675,0.00219887589968,0.000521343646468
sonar,1.4399677053,0.406781510443,3.58969478962,0.441061981485,0.772890133516,0.0673819669608,1.81875575064,0.0843850448061
spambase,0.168349045388,0.168055763932,1.47007994914,0.175738971603,0.0173836623011,0.0149788821353,0.251355506463,0.0162283944965
tic-tac,0.379277261108,0.33819067608,2.2153126113,0.343879590774,0.0226294098946,0.0374045905498,0.835076875251,0.0391761838455
vehicle,0.0910726429167,0.0714792962868,0.57033781623,0.0857170770034,0.0545934445162,0.0212041497197,0.368824155917,0.028984484881
vowel,0.086437092185,0.0783204749639,0.609304779375,0.092639994409,0.0425237213264,0.021543193381,0.359352919982,0.0268675221753
waveform-5000,0.26713770965,0.261362418142,2.70718167762,0.287146035841,0.0199762481765,0.0149738832795,0.314555413257,0.0180141917831
wdbc,0.333074561142,0.092973330834,0.810234189204,0.122629449482,0.277385339819,0.0389745244672,0.5060641381,0.0538288087202
wpbc,1.21390132884,0.507441268556,7.42182632938,0.510400778899,0.413738144472,0.0319005068391,1.21380220405,0.0355930217907
yeast,0.516071164794,0.515346682514,7.47339222914,0.520680955076,0.0281931262476,0.0226281029192,1.47964799725,0.0224382840873
zoo,0.126928011043,0.00770235653614,0.00947141111053,0.00770175609027,1.18952466924e-17,0.0126977869451,0.0171013927583,0.0126968264645
