,mean,mean,mean,mean,mean,std,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta,beta_am,isotonic,sigmoid,None,beta,beta_am,isotonic,sigmoid
dataset,,,,,,,,,,
abalone,0.217610893636,0.213821267324,0.214301340411,0.21329598724,0.215595543982,0.0048593964268,0.00317278007435,0.00288775573033,0.00319574549925,0.00328946738807
autos,0.0661244597996,0.056281620827,0.0565171781024,0.0575057486495,0.0560604672635,0.0200047398471,0.0289178668575,0.0279425111565,0.0297968498391,0.0290915525695
balance-scale,0.0642928737371,0.0649393087581,0.0649655856433,0.0632239454742,0.0681828078745,0.00845593235499,0.0105754943272,0.0104668172507,0.0113777835859,0.0119441026745
car,0.0170541785438,0.00717025644376,0.00713972581943,0.00743226419443,0.00709481161956,0.00240297803839,0.00395314806966,0.0038812711377,0.00395519969307,0.00397953254042
cleveland,0.126966621031,0.12688311007,0.126160968171,0.128702688168,0.127163114499,0.0223864185808,0.0273480334536,0.0261968251369,0.0295815667341,0.0282554888262
credit-approval,0.0952395000992,0.0918272596101,0.0926908704159,0.0937279584718,0.091045835161,0.0148726866424,0.0176754890956,0.0163742320063,0.0193781383288,0.018266732517
dermatology,0.00462407745066,0.00170167033528,0.0016786701697,0.00169969960434,0.0015004323687,0.00215616831762,0.00255524471834,0.00251138243067,0.00234335594666,0.00248983392031
diabetes,0.160290101498,0.160822404399,0.160533397853,0.163097596866,0.161247232789,0.0120056162255,0.0125880078987,0.0123148258163,0.0137175179314,0.0132057657734
ecoli,0.0353961722898,0.0333974118032,0.0348719023347,0.0342151504448,0.0332325397102,0.0162954815167,0.019874396792,0.0186501218139,0.0201492861521,0.0205182024168
flare,0.134967756239,0.1348073928,0.138517098221,0.135406783386,0.135609598886,0.00872627097279,0.00762666727129,0.00673871240536,0.0080317266121,0.00866374401635
german,0.16095268,0.160079420793,0.160136007346,0.161478957261,0.159952144789,0.00850064149703,0.0100011215693,0.00972224533904,0.0113385462921,0.0103954639858
glass,0.119218753717,0.117674910585,0.117608887972,0.120650408482,0.117701784131,0.0241367736932,0.0292510541163,0.0285363560882,0.0313657220568,0.0305437426832
heart-statlog,0.127216787037,0.126666755753,0.126277027565,0.129335259369,0.12690944212,0.0226387819558,0.0278390382533,0.0268446777242,0.0298713559864,0.028651503302
hepatitis,0.113519617629,0.117720652189,0.116731785821,0.12211343341,0.118422954562,0.0279811523099,0.0317109964458,0.0309711435175,0.0355201553037,0.034070603105
horse,0.104800727339,0.102617535715,0.10294020214,0.106347507949,0.102594494929,0.0179675259453,0.0220237465341,0.0210213263712,0.0247126776125,0.0228538714219
ionosphere,0.0517172624748,0.0503026544835,0.050299356534,0.0502932252816,0.0512684775835,0.0125016881283,0.0164857072103,0.0159544630581,0.0160920970491,0.0173565580394
iris,7.54333333333e-05,0.000278598800399,1.02369501913e-06,1.49070643329e-05,1.92944143101e-10,0.000124905547081,0.000625912056313,3.06863538095e-06,2.84639726424e-05,1.09475939909e-10
landsat-satellite,0.00981804223581,0.0080387878345,0.00798291059635,0.00816299078826,0.00827487883226,0.00138652731127,0.00186307015686,0.00175154681894,0.00179905492892,0.00198275012036
letter,0.00115026707426,0.000441938962687,0.000442001288999,0.000460792192523,0.000449312386989,0.000242671989782,0.000232041518598,0.000230139787028,0.000259771465357,0.000252585738991
libras-movement,0.0292330633333,0.0239881717016,0.0239616658021,0.0248018498194,0.0239480180465,0.00891046967267,0.0130908373121,0.01250954248,0.0135426399713,0.0137755612482
