,mean,mean,mean,mean,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta_am,isotonic,sigmoid,None,beta_am,isotonic,sigmoid
dataset,,,,,,,,
segment,0.00322503571429,0.00237552602064,0.00241782010041,0.0023457532468,0.00146540222137,0.00159010794499,0.00167008859177,0.00168559919936
shuttle,4.11359576742e-05,3.44360260607e-05,1.71294637236e-05,1.65333603527e-05,2.88145572731e-05,2.90612415853e-05,3.81639894542e-05,3.73867751131e-05
sonar,0.142268094417,0.121667459689,0.121578622919,0.121995894605,0.0146020705768,0.0284953610887,0.0308471406607,0.0292023380456
spambase,0.042107259161,0.0381082088939,0.0371197506583,0.0370109335461,0.00352679736952,0.00416623600558,0.00461354522027,0.00475262141172
tic-tac,0.0755857876198,0.0309374835036,0.031479904264,0.0308845099592,0.00591184733554,0.00806046543777,0.00794408028116,0.0081345980229
vehicle,0.0198531419547,0.0115924639329,0.0118082363205,0.0113486773638,0.00326898425152,0.0042689367977,0.00460959551392,0.00444555676354
vowel,0.0193917382155,0.00941320508988,0.00917886081279,0.00920149973648,0.00403391469422,0.00471943878084,0.00477898263733,0.00494225544775
waveform-5000,0.0882620320512,0.0749299691724,0.0754261269359,0.0749610190552,0.0034307950024,0.00506390186909,0.00511643027375,0.00533716032739
wdbc,0.0332216577658,0.031862308598,0.0317172923263,0.0310111230091,0.0099157809564,0.011528267382,0.0136814277716,0.013734980352
wpbc,0.172515874709,0.17487516862,0.171936707507,0.173220651175,0.0157786939794,0.0110989525876,0.0178973473729,0.0119900586665
yeast,0.159543412061,0.159919134347,0.160881572024,0.160394161391,0.00775437993718,0.00746164970486,0.00797909345927,0.00834732928689
zoo,0.00585372399285,0.00491806744145,0.00439898056853,0.00253703013768,0.00564207741414,0.00743724520549,0.0060104556534,0.00449159344048
