,mean,mean,mean,mean,mean,std,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta,beta_ab,isotonic,sigmoid,None,beta,beta_ab,isotonic,sigmoid
dataset,,,,,,,,,,
abalone,0.217610893636,0.213821267324,0.214331071769,0.21329598724,0.215595543982,0.0048593964268,0.00317278007435,0.00371341778506,0.00319574549925,0.00328946738807
autos,0.0661244597996,0.056281620827,0.0558867211733,0.0575057486495,0.0560604672635,0.0200047398471,0.0289178668575,0.0263354120268,0.0297968498391,0.0290915525695
balance-scale,0.0642928737371,0.0649393087581,0.0649601418716,0.0632239454742,0.0681828078745,0.00845593235499,0.0105754943272,0.010808289118,0.0113777835859,0.0119441026745
car,0.0170541785438,0.00717025644376,0.00744871585206,0.00743226419443,0.00709481161956,0.00240297803839,0.00395314806966,0.00395757769336,0.00395519969307,0.00397953254042
cleveland,0.126966621031,0.12688311007,0.126522997767,0.128702688168,0.127163114499,0.0223864185808,0.0273480334536,0.0272398574346,0.0295815667341,0.0282554888262
credit-approval,0.0952395000992,0.0918272596101,0.0915940377279,0.0937279584718,0.091045835161,0.0148726866424,0.0176754890956,0.0173292166828,0.0193781383288,0.018266732517
dermatology,0.00462407745066,0.00170167033528,0.000908686678184,0.00169969960434,0.0015004323687,0.00215616831762,0.00255524471834,0.00218568813786,0.00234335594666,0.00248983392031
diabetes,0.160290101498,0.160822404399,0.160593335018,0.163097596866,0.161247232789,0.0120056162255,0.0125880078987,0.0122241928214,0.0137175179314,0.0132057657734
ecoli,0.0353961722898,0.0333974118032,0.0332974276369,0.0342151504448,0.0332325397102,0.0162954815167,0.019874396792,0.0201234906123,0.0201492861521,0.0205182024168
flare,0.134967756239,0.1348073928,0.135294125035,0.135406783386,0.135609598886,0.00872627097279,0.00762666727129,0.00803162900954,0.0080317266121,0.00866374401635
german,0.16095268,0.160079420793,0.160082111898,0.161478957261,0.159952144789,0.00850064149703,0.0100011215693,0.00971792685747,0.0113385462921,0.0103954639858
glass,0.119218753717,0.117674910585,0.118313336104,0.120650408482,0.117701784131,0.0241367736932,0.0292510541163,0.0293820760191,0.0313657220568,0.0305437426832
heart-statlog,0.127216787037,0.126666755753,0.126646858567,0.129335259369,0.12690944212,0.0226387819558,0.0278390382533,0.0277035646338,0.0298713559864,0.028651503302
hepatitis,0.113519617629,0.117720652189,0.119039943395,0.12211343341,0.118422954562,0.0279811523099,0.0317109964458,0.0277297710912,0.0355201553037,0.034070603105
horse,0.104800727339,0.102617535715,0.102518695206,0.106347507949,0.102594494929,0.0179675259453,0.0220237465341,0.022265934961,0.0247126776125,0.0228538714219
ionosphere,0.0517172624748,0.0503026544835,0.0493413797743,0.0502932252816,0.0512684775835,0.0125016881283,0.0164857072103,0.0160717502371,0.0160920970491,0.0173565580394
iris,7.54333333333e-05,0.000278598800399,9.5463264144e-06,1.49070643329e-05,1.92944143101e-10,0.000124905547081,0.000625912056313,2.64978293542e-05,2.84639726424e-05,1.09475939909e-10
landsat-satellite,0.00981804223581,0.0080387878345,0.00825423389225,0.00816299078826,0.00827487883226,0.00138652731127,0.00186307015686,0.0017603821639,0.00179905492892,0.00198275012036
letter,0.00115026707426,0.000441938962687,0.000779056146184,0.000460792192523,0.000449312386989,0.000242671989782,0.000232041518598,0.000306794085114,0.000259771465357,0.000252585738991
libras-movement,0.0292330633333,0.0239881717016,0.0332274681897,0.0248018498194,0.0239480180465,0.00891046967267,0.0130908373121,0.00933179909418,0.0135426399713,0.0137755612482
lung-cancer,0.0190235144737,0.000519738270179,0.0176376520467,0.00171299872836,0.000255326093551,0.00711504031736,0.00139799520264,0.0195312058392,0.00264972631923,0.000949794299584
mfeat-karhunen,0.01790619375,0.00527204099508,0.0140132219162,0.00543741589002,0.00527737700263,0.00236356121861,0.00251056968296,0.00385627673056,0.0026157116431,0.00259677136544
mfeat-morphological,0.00188923875,0.00175911254317,0.00157514155866,0.00179353051552,0.00189030286719,0.00188612293587,0.0019129905527,0.00194123012977,0.00192465213625,0.00196224777833
mfeat-zernike,0.01013570125,0.00754110522838,0.00872232673597,0.00768984740539,0.00754698912041,0.00272693623042,0.0031096898474,0.00358844261749,0.00310100718965,0.00327068386648
mushroom,9.36312102827e-06,2.87250518629e-06,3.11598440373e-06,9.91204183666e-07,3.58679029286e-10,1.69710242455e-05,8.285133571e-06,9.24265058803e-06,5.61455564413e-06,1.01278290966e-09
optdigits,0.0113843569129,0.00566501056319,0.0090137500904,0.00584650975614,0.00577215142268,0.00147301688978,0.00171182763029,0.00203585308105,0.00168461866396,0.00182944713834
page-blocks,0.0185083899948,0.0188561146118,0.0190284483529,0.0184368334554,0.0193064931179,0.00285359616846,0.00274209080848,0.00266734480631,0.00316486830604,0.00342187028703
pendigits,0.00451667586586,0.00291926437454,0.00291770348937,0.00296947818499,0.00289726602078,0.000564645742923,0.000729896593974,0.000732105271033,0.00077602695293,0.000784406509339
scene-classification,0.114134909094,0.104894645352,0.109889105715,0.105904274,0.104895911461,0.00451075869723,0.00695637697939,0.00562068825076,0.0073266931105,0.00718960129732
segment,0.00268385714286,0.00213921243001,0.00205548119518,0.00218599167627,0.00216283001671,0.00135242115824,0.00152911096884,0.00154854585106,0.00160543100464,0.00159621328168
shuttle,2.2527524405e-05,1.67853746942e-05,1.65483842e-05,1.19991353732e-05,9.46638638731e-06,2.67108430667e-05,2.59342369138e-05,2.75563422745e-05,3.580101015e-05,3.65634232671e-05
sonar,0.132316420205,0.112677917539,0.11565491495,0.114545212319,0.113301654755,0.0142923980053,0.0288368695513,0.0269256828184,0.0298323277537,0.0291090700991
spambase,0.0394819789482,0.0359435364132,0.0355849878978,0.035586196704,0.0354746322973,0.00339695453221,0.00461638898821,0.00438543047568,0.00452194711226,0.00462952511888
tic-tac,0.0602144842761,0.0207835533896,0.0352528043239,0.0212299181517,0.0207141020722,0.00540020355432,0.0079176439899,0.00851774302431,0.00790466891874,0.00795362604539
vehicle,0.016419207478,0.0104963065225,0.0103843328943,0.0109037997257,0.0104447406285,0.00341562474345,0.00477823419341,0.00489517157225,0.00474137345166,0.00489964016896
vowel,0.0146794823232,0.00627860309425,0.0124625520429,0.00664313215962,0.00608823123989,0.00380019117593,0.0048330057262,0.00551734817566,0.00481439153767,0.00512508206722
waveform-5000,0.0869700653551,0.0760168493765,0.0765725430528,0.0763908258628,0.0764162870793,0.00357407870882,0.00534753153468,0.00520141967983,0.00520728008817,0.00561753635383
wdbc,0.0316723659869,0.0298376268974,0.029600327125,0.0306404517108,0.0297553967273,0.0101904022321,0.0131300919422,0.012891932599,0.0140040964691,0.0139836723115
wpbc,0.17139496304,0.170846304973,0.168089945863,0.170884961699,0.171381748269,0.016875296566,0.0146203990188,0.0170769458137,0.0215878425679,0.0139342242308
yeast,0.159418908885,0.159893322465,0.15992769087,0.160894487326,0.160886314072,0.00859850892293,0.00846640778599,0.00851971392814,0.00850695717762,0.00930001624389
zoo,0.00487187185767,0.00567207215581,0.00146476361089,0.00436688687661,0.0030109859031,0.00562025410707,0.0089123095394,0.00337019540173,0.00610188217446,0.00560187781731
