,,mean,mean,std,std
,,acc,loss,acc,loss
german,sigmoid,0.7039,0.57350760612,0.00846903121944,0.0161765786182
glass,None,0.786178244236,0.669994574022,0.0476852713347,0.00511211081097
glass,beta,0.744624953858,0.555865089272,0.0582653503717,0.0462830373137
glass,beta_ab,0.785713127957,0.552821060898,0.0475219636473,0.0497503617253
glass,beta_am,0.745170408403,0.556696245778,0.0526526614578,0.0454626890022
glass,isotonic,0.764753095741,0.555934712039,0.0546490518506,0.138474602768
glass,sigmoid,0.744715862948,0.556486126691,0.0535021910732,0.0455397670289
heart-statlog,None,0.748148148148,0.676958467455,0.0517058737717,0.00268370234176
heart-statlog,beta,0.747407407407,0.555520720379,0.0509916774737,0.0476293245683
heart-statlog,beta_ab,0.748148148148,0.548339365404,0.0517058737717,0.0512623397326
heart-statlog,beta_am,0.746666666667,0.556177536853,0.0520350935583,0.0471874992046
heart-statlog,isotonic,0.741851851852,0.625280031169,0.0533592046934,0.262267529338
heart-statlog,sigmoid,0.746666666667,0.556038230857,0.0520350935583,0.0471933829081
hepatitis,None,0.814228494624,0.623486123708,0.0626132967011,0.011355322626
hepatitis,beta,0.808602150538,0.425619900181,0.0359874367664,0.0399900365435
hepatitis,beta_ab,0.812936827957,0.455448386112,0.063240545575,0.0437320612303
hepatitis,beta_am,0.811182795699,0.426230668763,0.0345257637649,0.0395508096686
hepatitis,isotonic,0.812603494624,0.444750835103,0.0446466543031,0.165510046495
hepatitis,sigmoid,0.810537634409,0.425278723002,0.0342634429391,0.039906856182
horse,None,0.817062332129,0.664205311011,0.0456129821452,0.00652187629028
horse,beta,0.802994905992,0.513662703977,0.0329660653003,0.0396994967205
horse,beta_ab,0.817062332129,0.517771188115,0.0456129821452,0.0403726411934
horse,beta_am,0.80166703714,0.515394614954,0.0343608154966,0.0399653308567
horse,isotonic,0.805989441512,0.558371569887,0.0400661076462,0.239030889586
horse,sigmoid,0.802000370473,0.515093784412,0.0349156234903,0.0399653687488
ionosphere,None,0.928519114688,0.565787669482,0.0260275206495,0.0157876652184
ionosphere,beta,0.92538028169,0.242157348422,0.0280309399463,0.0465438932929
ionosphere,beta_ab,0.928519114688,0.231309837753,0.0260275206495,0.0458318518109
ionosphere,beta_am,0.92538028169,0.243377869126,0.0272821786718,0.047680530587
ionosphere,isotonic,0.918837022133,0.359144418884,0.0332104765384,0.2910054615
ionosphere,sigmoid,0.925094567404,0.242404631369,0.0273228508521,0.0471543601625
iris,None,1.0,2.22044604925e-16,0.0,0.0
iris,beta,1.0,1.36348707782e-05,0.0,0.0
iris,beta_ab,1.0,1.36348707782e-05,0.0,0.0
iris,beta_am,1.0,1.36349109412e-05,0.0,0.0
iris,isotonic,1.0,1.11022302463e-16,0.0,0.0
iris,sigmoid,1.0,1.36348785074e-05,0.0,0.0
landsat-satellite,None,0.986091873166,0.618026206789,0.0037082866462,0.00736093454887
landsat-satellite,beta,0.986060696443,0.0468642167342,0.00379769617878,0.00869827660192
landsat-satellite,beta_ab,0.985020213253,0.0483016675332,0.00528084602436,0.0115629938148
landsat-satellite,beta_am,0.986045192567,0.0470309942083,0.00379287601348,0.00873443776442
landsat-satellite,isotonic,0.985952229451,0.0468065251284,0.00383700243215,0.0141409114452
landsat-satellite,sigmoid,0.986045192567,0.0470644146247,0.00380578753047,0.00869203225918
letter,None,0.991837264761,0.580797211175,0.000980914664607,0.00146866077306
letter,beta,0.991862961895,0.0224513864515,0.000959982650506,0.00297814473303
