,mean,mean,mean,mean,mean,std,std,std,std,std
,acc,acc,acc,acc,acc,acc,acc,acc,acc,acc
method,None,beta,beta_ab,isotonic,sigmoid,None,beta,beta_ab,isotonic,sigmoid
dataset,,,,,,,,,,
abalone,64.7787349825,64.7379131322,64.742674873,64.7283180165,64.7379131528,1.18158551656,1.21430710683,1.12668421706,1.18542312048,1.23913841097
autos,87.4051248763,86.9587613193,87.8487039471,87.2952940879,87.3940954646,5.27598928727,5.55329757749,5.19500641414,5.03529875655,5.68133763159
balance-scale,97.4401171431,97.5207685487,97.5367726949,97.3593408515,97.5039963533,1.49840822015,1.48221169956,1.44205396709,1.47496649252,1.44198578513
car,97.4650826724,97.49979836,97.4999327867,97.488271273,97.4187390778,0.810022000666,0.827036069676,0.773078016578,0.885812381167,0.827353479473
cleveland,83.0038184298,82.7664718488,83.003253458,82.362478083,82.9325735437,4.47223104756,4.6262087305,4.50805043939,4.60245838878,4.65057741452
credit-approval,87.5345290841,87.2576131248,87.3506130002,87.120897169,87.4875584975,2.92027162083,3.07165363632,2.933695777,2.93126131062,3.00332691
dermatology,99.7229300729,99.7229300729,99.7229300729,99.7229300729,99.7229300729,0.559843572751,0.559843572751,0.559843572751,0.559843572751,0.559843572751
diabetes,76.940667176,76.614973262,76.9017910194,76.7837195484,77.0060266531,3.14391733544,3.43640572825,3.11034591636,3.29133944118,3.11607348006
ecoli,95.7863816948,95.7863689707,95.7881381994,95.7270804331,95.6972151921,2.57276786281,2.54557847731,2.55638694479,2.62322966214,2.62555902851
flare,81.631936777,81.9560857297,81.6034154623,81.9788344789,81.3654471666,1.35567720304,1.37684618351,1.37521687638,1.36554225836,1.33328160867
german,75.22,76.04,75.23,75.67,75.94,2.08287477947,1.7665832351,2.11459939758,2.13954505941,2.03950774373
glass,75.7506661297,75.6785663948,75.0968673445,74.7935769657,75.6764706869,5.99834725106,6.25191609206,5.75098014297,5.43238331697,6.25392027646
heart-statlog,82.5555555556,82.2962962963,82.4814814815,82.4814814815,82.6296296296,4.31614384951,4.79354567319,4.50838982245,4.63091440979,4.54980310199
hepatitis,85.4658602151,84.0158602151,84.2845430108,84.1596774194,84.6032258065,5.67194168014,4.22786145536,5.1050072196,4.96094413728,4.56063564069
horse,84.8050569603,84.2066407335,84.2066222099,84.0772066315,84.8416875058,3.87119865034,3.82318341313,3.79280564941,3.79796336811,3.33219836994
ionosphere,91.3134808853,90.7150905433,91.3987927565,90.8012072435,90.6583501006,3.10765219949,3.89209536222,3.20691736408,3.84889125551,4.05838315218
iris,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
landsat-satellite,99.058352314,99.0676727412,99.0661199443,99.0458925026,99.042796546,0.258507604165,0.260174253596,0.258017850958,0.273613760444,0.265534562979
letter,99.8717221043,99.8782945997,99.8745816598,99.8837237922,99.8788641135,0.0478094810659,0.0474304794851,0.0489059238117,0.0502150203343,0.0469921124901
libras-movement,98.34,98.3066666667,98.3933333333,98.2666666667,98.2133333333,1.41179032701,1.368316575,1.31740485636,1.30930734142,1.47505332545
lung-cancer,65.2210526316,98.4368421053,80.4105263158,98.0210526316,94.5842105263,11.3827683266,2.84296541863,10.9218336009,3.14903878167,4.58618574269
mfeat-karhunen,99.565,99.575,99.585,99.55,99.565,0.349233855338,0.35083719115,0.333541601603,0.357142857143,0.360024092164
mfeat-morphological,99.85,99.85,99.85,99.85,99.85,0.195615199109,0.195615199109,0.195615199109,0.195615199109,0.195615199109
mfeat-zernike,99.365,99.335,99.355,99.395,99.355,0.328144132095,0.288424644422,0.31979744865,0.290539610563,0.327677355
mushroom,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
optdigits,99.4251841194,99.453700218,99.4358588042,99.4661384258,99.4376666336,0.228394801328,0.220010420423,0.232172702091,0.234968574239,0.223438598833
page-blocks,96.9852240901,97.0272450162,96.9614897694,96.9998476918,96.9761167225,0.522636128534,0.505201166832,0.524102179625,0.552798062984,0.520986221311
pendigits,99.7971191157,99.8034873108,99.8007583803,99.7916517413,99.7989323279,0.0828509342736,0.0819325692339,0.0841999980469,0.0905925501799,0.0848166255046
scene-classification,84.8187887656,85.0183048872,84.9102739509,85.0431405512,84.9434086217,1.38693063745,1.2819837219,1.38235220957,1.32136581404,1.30337456494
segment,99.7402597403,99.7316017316,99.7402597403,99.696969697,99.7186147186,0.205109758216,0.225366322304,0.205109758216,0.222977815428,0.232425732504
shuttle,99.9127089802,99.9131031756,99.9127090239,99.9146794963,99.9135957185,0.0263713474411,0.0251544658942,0.026333601293,0.0260955180251,0.0266361121331
sonar,84.1287848094,84.4260054561,84.2808794533,84.0449990546,84.3703643681,4.98842432145,4.57507948578,4.71759666707,5.06065727361,5.09116664608
spambase,94.7880987572,94.7294195763,94.7859413823,94.7706932546,94.8033138035,0.690371450555,0.648484681485,0.718200762185,0.642431381371,0.649313993973
