,mean,mean,mean,mean,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta_am,isotonic,sigmoid,None,beta_am,isotonic,sigmoid
dataset,,,,,,,,
abalone,0.210449012802,0.210408780961,0.210262764018,0.211150110436,0.00419415813294,0.00426713009601,0.0044479932832,0.00437679039367
autos,0.0971166819506,0.103728361762,0.0985854643464,0.101292698004,0.0262412484197,0.023157594914,0.0268142036561,0.0247604200633
balance-scale,0.0286064202091,0.0222424401449,0.0217556600159,0.0218319683541,0.00697759644807,0.00985375431727,0.0106907569034,0.0107579360834
car,0.0270443914906,0.0196076846184,0.0193434558746,0.0192886683767,0.00407315628752,0.00547334395688,0.0054848177459,0.00568226017405
cleveland,0.126323910494,0.126567821195,0.127981216002,0.127359941909,0.0301681964284,0.0254009310553,0.0267468689642,0.0273313978223
credit-approval,0.0984105129645,0.0996216351051,0.100387845172,0.0987092072037,0.0194002192323,0.01710783655,0.0182798792781,0.0185679145246
dermatology,0.00288916272625,0.00256456623369,0.00236340630744,0.00261059722631,0.00277430969598,0.00466424634821,0.00385864874019,0.0048736646988
diabetes,0.155321343785,0.15537283031,0.156703964522,0.156484809186,0.0135523735421,0.0126229515415,0.0134410588609,0.0139784753395
ecoli,0.0339552297974,0.0334747066106,0.0337268042447,0.033849571388,0.0157749994874,0.0183330649513,0.0198479512237,0.0195169433204
flare,0.130606186645,0.130342475359,0.131688419253,0.131796598928,0.00869254251836,0.00827153896873,0.00855309621475,0.00927834669686
german,0.17307818239,0.168779086859,0.168750646688,0.16880756945,0.0132575361743,0.0078672441958,0.00920870498026,0.00791495831551
glass,0.163923921805,0.166276438273,0.168448569015,0.165796237974,0.0242098285747,0.0204559534685,0.0261812016281,0.0231663555517
heart-statlog,0.12641358346,0.126684484202,0.12863472217,0.127874080871,0.0287303442754,0.0231160790234,0.0268367850975,0.025714177364
hepatitis,0.1150811181,0.114984266051,0.11740880403,0.115818582595,0.038184924442,0.0268603101812,0.0296504244114,0.028063900935
horse,0.11914736313,0.123478381542,0.122931494631,0.120014072023,0.0251089098848,0.0192048378536,0.0222866737221,0.0207554408704
ionosphere,0.0675954279397,0.0662464843231,0.066485672845,0.066740678419,0.0221627277454,0.0218141344419,0.0225373983544,0.0241283971959
iris,0.0021358058841,0.000190772125826,0.000722561953223,6.11115050835e-05,0.001425644391,0.000522867376397,0.00143372829067,0.000286483332477
landsat-satellite,0.00695637505917,0.0070028956298,0.00712245809003,0.00742642518231,0.0016067820051,0.00158239240696,0.0016764662205,0.00189064175521
letter,0.00103789407572,0.000950935681825,0.000915679687997,0.000944387651096,0.000246207635401,0.000270911160064,0.000287800488837,0.000302236399296
libras-movement,0.0166709138321,0.0169629149293,0.0163320065465,0.0162672336405,0.00980859293455,0.00964098999236,0.0101151389336,0.0106583762789
lung-cancer,0.241934665191,0.0139232529414,0.0194199773211,0.0399343290705,0.0820899172524,0.0134695752936,0.0189236991018,0.0150877510775
mfeat-karhunen,0.00394157039178,0.00362610960608,0.00369132821504,0.00354047378469,0.00237390499589,0.00244523078157,0.00254036377582,0.00267441765276
mfeat-morphological,0.00152619446589,0.00155506918362,0.00155561771154,0.00156995975604,0.00194035498847,0.00192024236026,0.00191442810588,0.00190445478648
mfeat-zernike,0.0049566780583,0.00515508887902,0.00529071000423,0.00516725673888,0.00234414196265,0.00238228907374,0.00239121881477,0.00257843856852
mushroom,0.000179739490697,8.09735625105e-06,9.66813283805e-06,2.35170105148e-06,7.01739852034e-05,1.39205532164e-05,1.73668397277e-05,8.90673650777e-06
optdigits,0.00424129681578,0.00419363360271,0.00423273811353,0.0045039140504,0.00143670502426,0.00139978353761,0.00153392046735,0.00178306603463
page-blocks,0.0233154151049,0.0233368082724,0.0232894776473,0.0244399268302,0.00343246918318,0.00342603392544,0.00365011005399,0.00397452649105
pendigits,0.00168016307182,0.00161865886838,0.00168768410906,0.00168891158378,0.000584669445014,0.000630978810768,0.000680217648704,0.000725186401125
scene-classification,0.114741098854,0.10812343673,0.107889376538,0.11205223126,0.00948001849634,0.00585129020501,0.00626523061528,0.006423801936
