,mean,mean,mean,mean,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta_am,isotonic,sigmoid,None,beta_am,isotonic,sigmoid
dataset,,,,,,,,
segment,0.00247500472965,0.00245012721453,0.00244979334485,0.0024931284311,0.00155721183771,0.00184163168868,0.00172274252599,0.00198599355964
shuttle,0.00106445605759,0.000887504367715,0.000700877955778,0.000730445318546,0.000241069449996,0.000217733465128,0.000194685989755,0.000202290312283
sonar,0.111113052493,0.111611406714,0.112939911387,0.112462641911,0.0319129716007,0.0262896743765,0.0296938206986,0.0291216091909
spambase,0.041605787191,0.0430640428336,0.0419745725368,0.0423245703809,0.00483865020867,0.0039792733111,0.0043725805657,0.00494972220308
tic-tac,0.120674333709,0.119800500159,0.117882966146,0.11735091204,0.0100579419473,0.0102831044118,0.0111899040861,0.0109099163877
vehicle,0.0196044693606,0.0191624615615,0.0192837183471,0.0196653980806,0.00691124330746,0.00750561101687,0.0079934685328,0.00847930563572
vowel,0.0137411874442,0.0115316270341,0.011320617143,0.0119452965954,0.00425688083583,0.00530055202686,0.00566093981344,0.00591792575364
waveform-5000,0.0843814234495,0.0802748874881,0.080694834973,0.0848397991608,0.00688434083961,0.00463322021424,0.00445121657917,0.00582618716078
wdbc,0.0191327797105,0.0193817526131,0.0198231624725,0.0191689468424,0.00781395996835,0.00792169943346,0.00848436173589,0.00849437591842
wpbc,0.154228007896,0.154795137461,0.15477088848,0.154057841394,0.0293182475472,0.016199234669,0.0224168835501,0.0177376765945
yeast,0.167132708716,0.167259280206,0.167507685439,0.168080151775,0.00858464328489,0.00699822310267,0.00832801511219,0.00809075973164
zoo,0.00277736843385,0.001053778269,0.00147406441336,0.000396319425533,0.00362004017222,0.00275424402543,0.00271773990019,0.00170827362584
