,mean,mean,mean,mean,mean,std,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta,beta_ab,isotonic,sigmoid,None,beta,beta_ab,isotonic,sigmoid
dataset,,,,,,,,,,
abalone,0.302705245938,0.216206241056,0.220185456808,0.21593190371,0.216946399649,0.0121711118291,0.00318702082512,0.00298640170139,0.00379941749105,0.00380628892007
autos,0.254143782464,0.185603844818,0.188335799164,0.189296661737,0.191510314067,0.0597399984882,0.0193612212731,0.0210663680136,0.0271552913793,0.0197680608303
balance-scale,0.0767271508187,0.0328158052478,0.0340185557505,0.0337710458532,0.0328890191436,0.0054945318373,0.0119187687476,0.0120966620785,0.0126168577926,0.0119694506439
car,0.134411981277,0.132121459977,0.13393693667,0.129892787794,0.134634665754,0.00644159802342,0.00938636421576,0.00819851176272,0.0086752451676,0.010927102143
cleveland,0.139834834681,0.1290859998,0.128164653359,0.13039502293,0.129908139141,0.0381511049324,0.0267538646793,0.026668186857,0.0284767315846,0.0300149467416
credit-approval,0.168125834168,0.117981896517,0.132025815037,0.118646461446,0.143887417001,0.0313687224101,0.0174059556412,0.0179578658932,0.0196866340875,0.0218885420363
dermatology,0.0128464152518,0.0126933968598,0.012697436196,0.012745830634,0.0127572398724,0.0131165107162,0.0125938544657,0.0125945018261,0.0126570551909,0.0126447452714
diabetes,0.17969745566,0.167508049663,0.167417575172,0.168800052077,0.171155900677,0.0221029933644,0.0136883580409,0.0132277472203,0.0144357014407,0.0150248890805
ecoli,0.36099796907,0.0473864269673,0.201436336031,0.0494408667915,0.131975525371,0.0960323519419,0.0186144215124,0.0452536796409,0.0200094827419,0.047134113031
flare,0.454100163508,0.13630694507,0.20534277134,0.13600801089,0.185861230477,0.0305030714398,0.00878828768695,0.00816014973302,0.0081536760637,0.00548276319534
german,0.19525975646,0.179316348441,0.184620167324,0.176134990841,0.173825111092,0.0186440313016,0.00724941311276,0.0105644917185,0.0114751724661,0.0100051009953
glass,0.30399683118,0.205428910812,0.216508129318,0.209074337598,0.207716788825,0.0736774102005,0.0175903404628,0.0151915560481,0.0214558018065,0.0175661878364
heart-statlog,0.131742521276,0.122249495305,0.122168138181,0.122146811263,0.123382079562,0.0398313934626,0.0279769947811,0.027897503622,0.0303248228675,0.0320029264861
hepatitis,0.356939632284,0.117097384622,0.194220908856,0.117853584326,0.137261839126,0.107973917694,0.0283706496187,0.0278610255222,0.0331051172932,0.0217033562493
horse,0.493267178941,0.165522683074,0.244288235192,0.164052396826,0.2200063172,0.118841951071,0.0205298520973,0.0260411467488,0.0218182353469,0.0214226824251
ionosphere,0.103534155496,0.0876101057057,0.0885011148468,0.0858365597367,0.0922214861932,0.030928046202,0.0214313094658,0.0208659502062,0.0223026286536,0.025272049581
iris,4.89396312472e-10,8.19259508975e-08,1.08565359668e-07,4.76242821677e-10,1.85017794378e-10,3.32679857398e-09,4.44068464639e-07,6.02751224199e-07,3.3003232665e-09,4.05634059326e-12
landsat-satellite,0.0598804795372,0.0499758797602,0.0509325863395,0.0498498181351,0.0570374949565,0.00622781124026,0.00486631897388,0.00470860836038,0.00484267302677,0.00559939770089
letter,0.0207344002942,0.0208421983501,0.0211863423059,0.0200399078955,0.021523519357,0.000793606333016,0.000801961359332,0.000860695900199,0.000718009691096,0.000959715872393
libras-movement,0.0466424736027,0.0304197334745,0.0393106006905,0.0312493857483,0.0354023765018,0.0283779367841,0.0165009826858,0.0181786282058,0.0173345872192,0.0166955546932
lung-cancer,0.0104736842105,0.0154701964263,0.0161746484893,0.0210198787699,0.0193695930385,0.02116304291,0.0183040674397,0.0185023551913,0.019995672901,0.019024879555
mfeat-karhunen,0.0134058970272,0.0128108852151,0.0128972987461,0.0129190354749,0.0144039019496,0.00500179342664,0.004225956606,0.00420496789139,0.0045120954932,0.00529768536001
mfeat-morphological,0.0015,0.00149988948093,0.00149989293958,0.00150196881386,0.0014998328748,0.00195615199109,0.00195222594375,0.00195222722411,0.00194861475489,0.00195220907186
mfeat-zernike,0.0723848825267,0.0238691297969,0.0424818694713,0.0219300220525,0.0437556110403,0.00866998937732,0.00537758854462,0.00414874427837,0.00565006149835,0.00367577099272
mushroom,0.0763704143292,0.0741514878892,0.0955627105267,0.0629885160671,0.0698558649865,0.00568039029142,0.00479937119879,0.00459229092106,0.00434249722356,0.00479955266936
optdigits,0.44887479103,0.0776946790714,0.101557017843,0.077233045848,0.0833437450761,0.0231500889113,0.00170017499934,0.00159997155511,0.00179200847714,0.000841662392261
page-blocks,0.0925146471952,0.0631546959124,0.0636566634552,0.0565785487926,0.0725967312831,0.00950146511126,0.00401731548586,0.00412395018738,0.00337230810519,0.0039497057817
pendigits,0.0266678436525,0.0223570697281,0.022442274397,0.0219130369529,0.0231257427479,0.00218745709407,0.00168863600864,0.00160242799756,0.00158949690025,0.00173209596674
scene-classification,0.393905312006,0.147759669916,0.161424581754,0.150637215495,0.152768304448,0.0220730202623,0.00450372635621,0.0045426992999,0.00809450415479,0.00382234829974
segment,0.151187704295,0.0303809863545,0.0834366790312,0.0286524780192,0.0661807841989,0.0134950125013,0.00552631140003,0.00517811306322,0.00581664571347,0.00455664963435
shuttle,0.0982365938132,0.0833820707249,0.0829072679964,0.0720939331544,0.0901629747331,0.00144719133856,0.00099708853408,0.000987926012675,0.00161170865738,0.00118207295109
sonar,0.289087216868,0.184968804071,0.194886923143,0.180188865971,0.207399200379,0.066489775328,0.0316670849744,0.0301194325153,0.0305779381764,0.0299846712332
spambase,0.181814881802,0.110066680057,0.125715544452,0.0922550289828,0.131162634094,0.0123303822661,0.0094102488967,0.0069256738361,0.0139998623793,0.00607297989337
tic-tac,0.201074476966,0.196927963963,0.199825442828,0.194920056676,0.198002389057,0.00704766368955,0.0100359833347,0.00729412133341,0.0112080799491,0.00993709091446
vehicle,0.142550997446,0.131746684061,0.133981144844,0.130965570704,0.136150451403,0.0244733664097,0.0154621098404,0.0164674860166,0.0146463991457,0.0174781499627
vowel,0.035128624739,0.0342709183389,0.03526821036,0.0346458354966,0.0353749390624,0.00769047141889,0.00760917839226,0.0076079773679,0.00802387213904,0.0088557271566
waveform-5000,0.109122857343,0.0939586649124,0.0990268166323,0.094256227261,0.0968065156921,0.008617241614,0.0058320261512,0.00623519976644,0.00598683799675,0.0065498615278
wdbc,0.062616119792,0.0449798031201,0.0446898812762,0.0446241288781,0.0601900790483,0.0195405099675,0.0129617032417,0.012855718781,0.012848591528,0.0176646193441
wpbc,0.281271557997,0.17471782871,0.20301470801,0.178701656701,0.1757713258,0.0577853543638,0.0180114181614,0.0195413667192,0.0271495617425,0.0115848843277
yeast,0.346176762576,0.199026590681,0.221957600389,0.194357725081,0.191424259327,0.161850285971,0.00923728250941,0.00830536653048,0.0098839266491,0.0113047676661
zoo,0.0174183185236,0.01761769126,0.0176176913465,0.0176178229515,0.0176176912121,0.0302441564798,0.0288350735418,0.0288350735208,0.0288356844033,0.028835073561
