,mean,mean,mean,mean,mean,std,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta,beta_ab,beta_am,sigmoid,None,beta,beta_ab,beta_am,sigmoid
dataset,,,,,,,,,,
abalone,0.302705245938,0.216206241056,0.220185456808,0.216489986808,0.216946399649,0.0121711118291,0.00318702082512,0.00298640170139,0.00330918878971,0.00380628892007
autos,0.254143782464,0.185603844818,0.188335799164,0.18749571756,0.191510314067,0.0597399984882,0.0193612212731,0.0210663680136,0.0167602513092,0.0197680608303
balance-scale,0.0767271508187,0.0328158052478,0.0340185557505,0.0331625018506,0.0328890191436,0.0054945318373,0.0119187687476,0.0120966620785,0.0118383381142,0.0119694506439
car,0.134411981277,0.132121459977,0.13393693667,0.131982075912,0.134634665754,0.00644159802342,0.00938636421576,0.00819851176272,0.00950735500966,0.010927102143
cleveland,0.139834834681,0.1290859998,0.128164653359,0.128480905284,0.129908139141,0.0381511049324,0.0267538646793,0.026668186857,0.0261094066226,0.0300149467416
credit-approval,0.168125834168,0.117981896517,0.132025815037,0.124400949708,0.143887417001,0.0313687224101,0.0174059556412,0.0179578658932,0.0173656640401,0.0218885420363
dermatology,0.0128464152518,0.0126933968598,0.012697436196,0.0126226560095,0.0127572398724,0.0131165107162,0.0125938544657,0.0125945018261,0.0125315917461,0.0126447452714
diabetes,0.17969745566,0.167508049663,0.167417575172,0.170677491879,0.171155900677,0.0221029933644,0.0136883580409,0.0132277472203,0.012404453493,0.0150248890805
ecoli,0.36099796907,0.0473864269673,0.201436336031,0.0472229268134,0.131975525371,0.0960323519419,0.0186144215124,0.0452536796409,0.0187279700397,0.047134113031
flare,0.454100163508,0.13630694507,0.20534277134,0.137213254563,0.185861230477,0.0305030714398,0.00878828768695,0.00816014973302,0.00815349101504,0.00548276319534
german,0.19525975646,0.179316348441,0.184620167324,0.186585235678,0.173825111092,0.0186440313016,0.00724941311276,0.0105644917185,0.00654325120637,0.0100051009953
glass,0.30399683118,0.205428910812,0.216508129318,0.204722540727,0.207716788825,0.0736774102005,0.0175903404628,0.0151915560481,0.0143522788316,0.0175661878364
heart-statlog,0.131742521276,0.122249495305,0.122168138181,0.122226275211,0.123382079562,0.0398313934626,0.0279769947811,0.027897503622,0.0269715934356,0.0320029264861
hepatitis,0.356939632284,0.117097384622,0.194220908856,0.11703716781,0.137261839126,0.107973917694,0.0283706496187,0.0278610255222,0.0242815531071,0.0217033562493
horse,0.493267178941,0.165522683074,0.244288235192,0.171502279783,0.2200063172,0.118841951071,0.0205298520973,0.0260411467488,0.0174237094824,0.0214226824251
