,mean,mean,mean,mean,mean,std,std,std,std,std
,acc,acc,acc,acc,acc,acc,acc,acc,acc,acc
method,None,beta,beta_ab,beta_am,sigmoid,None,beta,beta_ab,beta_am,sigmoid
dataset,,,,,,,,,,
abalone,61.8482438027,63.321120447,61.343019734,63.3833817011,63.0027144803,1.41712436486,0.937045111188,1.41500683637,0.947609408917,1.37412403699
autos,67.4834033012,69.3592303738,67.4432319085,70.1046044426,69.2536645738,7.66730897855,5.64171221668,6.95513870328,4.58629306781,5.15912442866
balance-scale,95.3615763116,95.7612178887,95.3615763116,95.8416195222,95.856974261,1.72665448955,2.07792523291,1.72665448955,2.06678652617,2.04715334808
car,78.7448245732,78.3218846619,78.7448245732,78.4955975265,78.5826387955,2.20972338887,2.24110455382,2.20972338887,2.30440319921,2.25238078044
cleveland,83.6750827976,83.4750827976,83.6750827976,83.6745373076,83.5394700955,4.5889335356,4.49294165309,4.5889335356,4.43391742124,4.47710633882
credit-approval,80.2313582092,84.3962170145,80.2313582092,83.0201391484,81.1667752095,3.61732997034,2.83117236122,3.61732997034,2.9714417667,3.19355792901
dermatology,98.7153582154,98.7153582154,98.7153582154,98.7153582154,98.7153582154,1.31165138903,1.31165138903,1.31165138903,1.31165138903,1.31165138903
diabetes,75.3632119514,74.7128427128,75.3632119514,74.7130973602,75.4288260759,3.54539535254,3.43472839235,3.54539535254,2.90404378619,3.27864886459
ecoli,61.6883102418,95.1877055888,61.7489163024,95.1867871043,80.655734998,9.41862746405,2.86608462255,9.44114106728,2.86797924333,7.90848686566
flare,51.4010689691,82.2891073909,51.8575907082,82.2891073909,71.489245654,2.54264559767,1.13316749267,2.73473371607,1.13316749267,0.140142391103
german,73.33,72.11,73.34,71.06,74.12,2.39175880976,1.81908813218,2.42529190332,1.31568248759,2.16314208351
glass,58.7047434478,64.2082804792,58.6357360985,64.7315564281,62.6421658445,5.7024945208,4.29168800012,5.74289981327,3.96136567164,4.54003595407
heart-statlog,84.2222222222,84.7037037037,84.2222222222,84.7777777778,84.3703703704,5.10575156902,4.74438281301,5.10575156902,4.52512434867,4.85159508417
