,mean,mean,mean,mean,mean,std,std,std,std,std
,acc,acc,acc,acc,acc,acc,acc,acc,acc,acc
method,None,beta,beta_ab,beta_am,sigmoid,None,beta,beta_ab,beta_am,sigmoid
dataset,,,,,,,,,,
hepatitis,85.3845430108,84.9280913978,85.3200268817,84.7947580645,85.1219086022,5.14242056771,4.72253438694,5.0992584072,4.45205350796,4.72538556342
horse,81.5140872465,81.3484764286,81.5140872465,81.1434843012,81.4473835325,4.46724825819,4.45078577635,4.46724825819,4.46962146109,4.85136073195
ionosphere,88.1215291751,87.9525150905,88.1215291751,87.4977867203,87.3557344064,3.2735059527,3.42858260995,3.2735059527,3.70101637622,3.73540802629
iris,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
landsat-satellite,98.707194968,98.7009765187,98.707194968,98.7118569858,98.694752033,0.31730063365,0.318958138834,0.31730063365,0.317017212249,0.308773065877
letter,97.6974241193,97.7074238036,97.6974241193,97.7068516822,97.7328640095,0.115631499404,0.110153259266,0.115631499404,0.110614688684,0.122894442007
libras-movement,98.1666666667,98.06,98.1666666667,98.0333333333,98.0666666667,1.25672792575,1.34971232343,1.25672792575,1.3506528194,1.3784871263
lung-cancer,25.3157894737,84.5105263158,75.3578947368,85.4578947368,84.3631578947,7.32436576639,7.41526653942,10.0269240127,6.79272647083,7.74930311679
mfeat-karhunen,99.085,99.175,99.085,99.165,99.18,0.405982054494,0.443921531952,0.405982054494,0.424414362411,0.416619044898
mfeat-morphological,99.85,99.85,99.85,99.85,99.85,0.195615199109,0.195615199109,0.195615199109,0.195615199109,0.195615199109
mfeat-zernike,99.475,99.47,99.475,99.47,99.485,0.35083719115,0.352252228741,0.35083719115,0.34493418479,0.347769862914
mushroom,96.5620578129,96.9830120377,96.5620578129,96.569443945,96.5719039696,0.400255723106,0.411162222254,0.400255723106,0.397882909935,0.397602945906
optdigits,98.9127660319,98.9091771545,98.9127660319,98.9216533141,98.9091946036,0.26321830989,0.265455522354,0.26321830989,0.27423984085,0.270824728366
page-blocks,94.9734658082,94.9679596098,94.9734658082,94.9442203171,94.9880927429,0.485330842799,0.53662090986,0.485330842799,0.468318873119,0.480861666153
pendigits,99.3295474466,99.3249924524,99.3295474466,99.3268135428,99.3331854534,0.165238156026,0.153751768536,0.165238156026,0.159856043198,0.154626959179
scene-classification,80.2741361214,80.0834801287,80.2741361214,80.0709023459,80.8561195412,1.56562401308,0.958001304184,1.56562401308,0.931309008,1.09452491514
segment,99.658008658,99.6796536797,99.658008658,99.6666666667,99.6623376623,0.243828992006,0.252118950039,0.243828992006,0.255771128323,0.259298148339
shuttle,96.8577329793,97.6751715955,96.8577329793,96.8943832988,96.9263047969,0.121485976297,0.0941037191744,0.121485976297,0.113625022587,0.116532729912
sonar,76.0288739432,75.7382978149,76.0288739432,75.9404424277,75.7487507765,6.52596008447,5.59360205507,6.52596008447,6.27561917935,6.06461098474
spambase,92.501508154,92.6754544842,92.501508154,92.4210945429,92.551510576,0.795993314697,0.860626318916,0.795993314697,0.876314326367,0.828220885446
tic-tac,68.4028551099,67.5774212399,68.4028551099,67.3580673711,67.6085087577,2.13414717388,1.96802970346,2.13414717388,1.9784000943,2.01802015643
vehicle,95.4748766026,95.6387634927,95.4748766026,95.569421848,95.5213834022,1.68645739305,1.5680099555,1.68645739305,1.60377935989,1.59252374233
vowel,94.3535353535,94.7474747475,94.3535353535,94.7575757576,94.9090909091,1.02894199132,1.07015851185,1.02894199132,1.10787369669,1.12164939352
waveform-5000,85.2098681079,85.3718981899,85.2098681079,85.2158781139,84.7678917119,1.10932148003,1.18373985718,1.10932148003,1.11868490634,1.14591024825
wdbc,97.5722970373,97.6775682955,97.5722970373,97.5903039631,97.5375144286,1.2904810193,1.19164075688,1.2904810193,1.19220247865,1.18240655712
wpbc,79.4898110661,79.0844804318,79.0292847503,78.7738866397,79.2845479082,4.87746584378,3.89539069461,4.69096569771,3.639168728,3.51161438701
yeast,67.8420402126,67.9094071761,67.5251591208,67.7682389987,67.7750644823,1.95436328171,1.94794766149,1.98847943188,2.03275807738,1.93114042902
zoo,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
