,mean,mean,mean,std,std,std
,loss,loss,loss,loss,loss,loss
method,beta,beta_ab,beta_am,beta,beta_ab,beta_am
dataset,,,,,,
abalone,0.619449293498,0.618082611416,0.62245666509,0.00834281905214,0.00790723633967,0.00825607968861
autos,0.48561729121,0.484904341098,0.488839361817,0.0584459432569,0.060863736556,0.0521296366846
balance-scale,0.145533993793,0.145415457047,0.146817000213,0.0401413558407,0.0398826203881,0.0394735688516
car,0.497065086679,0.495733358032,0.505056711448,0.0166560774518,0.0146516493777,0.0173181706774
cleveland,0.396367717843,0.394281582782,0.393174402119,0.0813886367042,0.0796844872595,0.0786724098299
credit-approval,0.338048211012,0.338970918429,0.340020609958,0.0564224631911,0.0558679970011,0.0557182288492
dermatology,0.00697199788165,0.00694193471788,0.00696815177926,0.0130421995298,0.0133618504979,0.0130681155225
diabetes,0.484375593678,0.483841337049,0.484673261897,0.0350969708322,0.0339938817853,0.0336974851433
ecoli,0.123032775058,0.121150124722,0.126984071294,0.0785185719084,0.0736323535457,0.0776594330189
flare,0.404566079965,0.404116295616,0.404273957205,0.0241255881331,0.0236580995113,0.0242391314166
german,0.50259024319,0.50269721718,0.502020900463,0.0254969078545,0.0268670927863,0.024930530603
glass,0.627576958969,0.633247087458,0.628148892196,0.0315076929241,0.0473815608278,0.0269475983009
heart-statlog,0.39196056982,0.390555902858,0.388525905531,0.0660030241213,0.0658903094946,0.0634000349665
hepatitis,0.382485798384,0.383186504845,0.374118170664,0.107645650515,0.110967523713,0.0968213159994
horse,0.447531726339,0.447407093778,0.446096263781,0.0570375042301,0.0581601037441,0.0539601928126
ionosphere,0.315515192607,0.314021728372,0.330095779604,0.0577814632454,0.054768026576,0.0632172732737
iris,0.000594643340494,0.000154479954081,0.000413669415314,0.00127195831437,0.000340949780838,0.000898223362472
landsat-satellite,0.0409561809223,0.040877742382,0.0407723173329,0.00809264545691,0.0080496073083,0.00797145899242
letter,0.0694361082488,0.0694613251287,0.0694938817743,0.00315889871138,0.0031035867677,0.00315993377187
libras-movement,0.116374322408,0.117002922666,0.116474299267,0.152035886595,0.124666516917,0.116646135293
lung-cancer,0.473024470501,0.670971599017,0.51925605554,1.34000686695,0.0641793074732,1.33619569139
mfeat-karhunen,0.029339493594,0.0310876018279,0.0304671500149,0.0168645841492,0.016635926437,0.0184231605271
mfeat-morphological,0.0125930616491,0.0126283662102,0.0128277838674,0.0201498799122,0.0198798343948,0.0214446257041
mfeat-zernike,0.0212533451545,0.0209520876313,0.0208852998798,0.0123256277092,0.0119358835698,0.0120236331652
mushroom,0.094145549891,0.0991532019619,0.110091882727,0.0101883725321,0.0105363652188,0.0158776393206
optdigits,0.0325762826319,0.0326337096829,0.0325468223927,0.00725434315981,0.00733249784486,0.00713747391125
page-blocks,0.149457308007,0.149858247018,0.153323447078,0.0139434209011,0.0135299696725,0.0160746906931
pendigits,0.0201620036544,0.0203638650091,0.0202261592681,0.00427120685876,0.00425911616342,0.00433188226514
scene-classification,0.420264265248,0.429569133066,0.420356667037,0.0136381498996,0.0178795786779,0.0132794337464
segment,0.0254359495286,0.0241918698828,0.0211553338726,0.0224507333098,0.0200354893078,0.0142636526885
shuttle,0.0890158931411,0.0918037713334,0.0986672782491,0.00344731023958,0.00313609658669,0.00319600061962
sonar,0.487809530913,0.486506147106,0.487982968747,0.0670366174982,0.0649496678975,0.061619591582
spambase,0.217880230298,0.222160646262,0.232525662871,0.0188536703715,0.019361016332,0.0245407143807
tic-tac,0.622814943556,0.623362643302,0.623101210592,0.0132820395789,0.013998366605,0.0134328603682
vehicle,0.128492252111,0.130542546623,0.130836314192,0.0367248342532,0.036079055883,0.0404099575006
vowel,0.150576434631,0.151936762687,0.153045815362,0.0257503605517,0.0247980097427,0.0284567230775
waveform-5000,0.305284614614,0.308225966569,0.313254502732,0.0158550026693,0.0153397244914,0.0165108225553
wdbc,0.0772650067391,0.0772361435756,0.0805819041853,0.0345064868498,0.0344364406846,0.0389766970264
wpbc,0.466310722762,0.472523598766,0.465742674263,0.0529316726002,0.0608542050277,0.0481732593348
yeast,0.544889975699,0.54197591211,0.549867740915,0.0231864278395,0.023162647856,0.0221898414923
zoo,0.000374856571733,0.000112428569592,0.000178805453782,0.000695323137343,0.000222652053107,0.000341375543663
