,,mean,mean,std,std
,,acc,loss,acc,loss
mfeat-morphological,beta_am,0.9985,0.0128277838674,0.00195615199109,0.0214446257041
mfeat-morphological,isotonic,0.9985,0.016763132216,0.00195615199109,0.0414943801576
mfeat-morphological,sigmoid,0.9985,0.0123073400644,0.00195615199109,0.0171926706521
mfeat-zernike,None,0.99475,0.0247131965805,0.0035083719115,0.00766611668595
mfeat-zernike,beta,0.9947,0.0212533451545,0.00352252228741,0.0123256277092
mfeat-zernike,beta_ab,0.99475,0.0209520876313,0.0035083719115,0.0119358835698
mfeat-zernike,beta_am,0.9947,0.0208852998798,0.0034493418479,0.0120236331652
mfeat-zernike,isotonic,0.9947,0.0391363989859,0.00348612409769,0.0397964673696
mfeat-zernike,sigmoid,0.99485,0.0222607173527,0.00347769862914,0.013154133633
mushroom,None,0.965620578129,0.112824369057,0.00400255723106,0.0135270718715
mushroom,beta,0.969830120377,0.094145549891,0.00411162222254,0.0101883725321
mushroom,beta_ab,0.965620578129,0.0991532019619,0.00400255723106,0.0105363652188
mushroom,beta_am,0.96569443945,0.110091882727,0.00397882909935,0.0158776393206
mushroom,isotonic,0.969571545103,0.104704166568,0.00468797917804,0.0247781800288
mushroom,sigmoid,0.965719039696,0.106787124932,0.00397602945906,0.0114726498445
optdigits,None,0.989127660319,0.0335305240105,0.0026321830989,0.00575505627009
optdigits,beta,0.989091771545,0.0325762826319,0.00265455522354,0.00725434315981
optdigits,beta_ab,0.989127660319,0.0326337096829,0.0026321830989,0.00733249784486
optdigits,beta_am,0.989216533141,0.0325468223927,0.0027423984085,0.00713747391125
optdigits,isotonic,0.989039355588,0.0434804680277,0.00286584344102,0.0230759525378
optdigits,sigmoid,0.989091946036,0.0387892942022,0.00270824728366,0.0088609431712
page-blocks,None,0.949734658082,0.153610788651,0.00485330842799,0.016377634356
page-blocks,beta,0.949679596098,0.149457308007,0.0053662090986,0.0139434209011
page-blocks,beta_ab,0.949734658082,0.149858247018,0.00485330842799,0.0135299696725
page-blocks,beta_am,0.949442203171,0.153323447078,0.00468318873119,0.0160746906931
page-blocks,isotonic,0.949734190547,0.155627899693,0.00509699250792,0.0307677218718
page-blocks,sigmoid,0.949880927429,0.155877035723,0.00480861666153,0.0131937574559
pendigits,None,0.993295474466,0.0244798581939,0.00165238156026,0.00248474178317
pendigits,beta,0.993249924524,0.0201620036544,0.00153751768536,0.00427120685876
pendigits,beta_ab,0.993295474466,0.0203638650091,0.00165238156026,0.00425911616342
pendigits,beta_am,0.993268135428,0.0202261592681,0.00159856043198,0.00433188226514
pendigits,isotonic,0.993195288089,0.027189936794,0.00165864713202,0.0107653386983
pendigits,sigmoid,0.993331854534,0.0217167231154,0.00154626959179,0.00472935111477
scene-classification,None,0.802741361214,0.488901463586,0.0156562401308,0.0486448264442
scene-classification,beta,0.800834801287,0.420264265248,0.00958001304184,0.0136381498996
scene-classification,beta_ab,0.802741361214,0.429569133066,0.0156562401308,0.0178795786779
scene-classification,beta_am,0.800709023459,0.420356667037,0.00931309008,0.0132794337464
scene-classification,isotonic,0.804448215092,0.424582285422,0.011077355215,0.0332251702929
scene-classification,sigmoid,0.808561195412,0.429862459443,0.0109452491514,0.0139814815772
segment,None,0.99658008658,0.0341145616188,0.00243828992006,0.00654128501056
segment,beta,0.996796536797,0.0254359495286,0.00252118950039,0.0224507333098
segment,beta_ab,0.99658008658,0.0241918698828,0.00243828992006,0.0200354893078
segment,beta_am,0.996666666667,0.0211553338726,0.00255771128323,0.0142636526885
segment,isotonic,0.996623376623,0.047229786003,0.00244103331552,0.0529177171644
segment,sigmoid,0.996623376623,0.0203012565841,0.00259298148339,0.0131630328915
shuttle,None,0.968577329793,0.0989315556502,0.00121485976297,0.00308270157988
shuttle,beta,0.976751715955,0.0890158931411,0.000941037191744,0.00344731023958
shuttle,beta_ab,0.968577329793,0.0918037713334,0.00121485976297,0.00313609658669
shuttle,beta_am,0.968943832988,0.0986672782491,0.00113625022587,0.00319600061962
shuttle,isotonic,0.978141875205,0.0658283419614,0.000938959979903,0.00261790211471
shuttle,sigmoid,0.969263047969,0.0919206643754,0.00116532729912,0.00249318926587
sonar,None,0.760288739432,0.590369168954,0.0652596008447,0.142687266956
sonar,beta,0.757382978149,0.487809530913,0.0559360205507,0.0670366174982
sonar,beta_ab,0.760288739432,0.486506147106,0.0652596008447,0.0649496678975
sonar,beta_am,0.759404424277,0.487982968747,0.0627561917935,0.061619591582
sonar,isotonic,0.755024714367,0.675881032779,0.0584221484142,0.382451428575
sonar,sigmoid,0.757487507765,0.505721405703,0.0606461098474,0.0655211959892
spambase,None,0.92501508154,0.234691274567,0.00795993314697,0.0294953363
spambase,beta,0.926754544842,0.217880230298,0.00860626318916,0.0188536703715
spambase,beta_ab,0.92501508154,0.222160646262,0.00795993314697,0.019361016332
spambase,beta_am,0.924210945429,0.232525662871,0.00876314326367,0.0245407143807
spambase,isotonic,0.926776874736,0.223790950347,0.00877594460019,0.0378623917134
spambase,sigmoid,0.92551510576,0.213688124784,0.00828220885446,0.0192025804615
tic-tac,None,0.684028551099,0.623604347811,0.0213414717388,0.0168081182742
tic-tac,beta,0.675774212399,0.622814943556,0.0196802970346,0.0132820395789
tic-tac,beta_ab,0.684028551099,0.623362643302,0.0213414717388,0.013998366605
tic-tac,beta_am,0.673580673711,0.623101210592,0.019784000943,0.0134328603682
tic-tac,isotonic,0.683072536599,0.636480769537,0.0243811885687,0.0626937009209
tic-tac,sigmoid,0.676085087577,0.623333324181,0.0201802015643,0.0133407103069
vehicle,None,0.954748766026,0.148891064678,0.0168645739305,0.0268272432564
vehicle,beta,0.956387634927,0.128492252111,0.015680099555,0.0367248342532
vehicle,beta_ab,0.954748766026,0.130542546623,0.0168645739305,0.036079055883
vehicle,beta_am,0.95569421848,0.130836314192,0.0160377935989,0.0404099575006
vehicle,isotonic,0.954501736321,0.189630926374,0.0156162596312,0.116440126495
vehicle,sigmoid,0.955213834022,0.129839083402,0.0159252374233,0.0353927733401
vowel,None,0.943535353535,0.155279691099,0.0102894199132,0.0214142410274
vowel,beta,0.947474747475,0.150576434631,0.0107015851185,0.0257503605517
vowel,beta_ab,0.943535353535,0.151936762687,0.0102894199132,0.0247980097427
vowel,beta_am,0.947575757576,0.153045815362,0.0110787369669,0.0284567230775
vowel,isotonic,0.954444444444,0.183304600373,0.0112466203136,0.132772156068
vowel,sigmoid,0.949090909091,0.153984024716,0.0112164939352,0.0258731501713
waveform-5000,None,0.852098681079,0.313378598791,0.0110932148003,0.0173462137415
waveform-5000,beta,0.853718981899,0.305284614614,0.0118373985718,0.0158550026693
waveform-5000,beta_ab,0.852098681079,0.308225966569,0.0110932148003,0.0153397244914
waveform-5000,beta_am,0.852158781139,0.313254502732,0.0111868490634,0.0165108225553
waveform-5000,isotonic,0.852759001239,0.318296122067,0.0119995637901,0.0285514368762
waveform-5000,sigmoid,0.847678917119,0.333125182863,0.0114591024825,0.0183668099885
wdbc,None,0.975722970373,0.0793053151289,0.012904810193,0.0313876752196
wdbc,beta,0.976775682955,0.0772650067391,0.0119164075688,0.0345064868498
wdbc,beta_ab,0.975722970373,0.0772361435756,0.012904810193,0.0344364406846
wdbc,beta_am,0.975903039631,0.0805819041853,0.0119220247865,0.0389766970264
wdbc,isotonic,0.976614082339,0.171560466943,0.0125176095107,0.186928029925
wdbc,sigmoid,0.975375144286,0.0825318771809,0.0118240655712,0.0339455326351
wpbc,None,0.794898110661,0.47343401603,0.0487746584378,0.0791882925471
wpbc,beta,0.790844804318,0.466310722762,0.0389539069461,0.0529316726002
wpbc,beta_ab,0.790292847503,0.472523598766,0.0469096569771,0.0608542050277
wpbc,beta_am,0.787738866397,0.465742674263,0.03639168728,0.0481732593348
wpbc,isotonic,0.798476383266,0.591070950564,0.0433214061925,0.421041395495
wpbc,sigmoid,0.792845479082,0.469316737825,0.0351161438701,0.0493724844976
yeast,None,0.678420402126,0.549709052221,0.0195436328171,0.0236526969007
yeast,beta,0.679094071761,0.544889975699,0.0194794766149,0.0231864278395
yeast,beta_ab,0.675251591208,0.54197591211,0.0198847943188,0.023162647856
yeast,beta_am,0.677682389987,0.549867740915,0.0203275807738,0.0221898414923
yeast,isotonic,0.681452965166,0.545996796729,0.0206084412874,0.0487577615308
yeast,sigmoid,0.677750644823,0.55671410234,0.0193114042902,0.0213662967784
zoo,None,1.0,0.0219625852513,0.0,0.00713041117718
zoo,beta,1.0,0.000374856571733,0.0,0.000695323137343
zoo,beta_ab,1.0,0.000112428569592,0.0,0.000222652053107
zoo,beta_am,1.0,0.000178805453782,0.0,0.000341375543663
zoo,isotonic,1.0,0.0028663633563,0.0,0.00396733695784
zoo,sigmoid,1.0,2.09319332755e-05,0.0,2.40931142619e-05
